No,Category,SubCategory1,Post,HateSpeech
984,Race,Chinese,"Calm down neh, why you harbor so much hate towards Penang Chinese? They are merely protecting their own interests in a multicultural country where R&R is institutionalized.",0
985,Race,Multiple,"I meet new people, be it malay, indian or chinese. ",0
986,None,None,Generalizing races is one of racists punya hobby. What's there to be surprised about.,0
987,None,None,I hate him so much i want him to die. He stole my heart.,0
988,Race,Chinese,Use gutter oil?,1
989,Race,Malaysian,Everyone know if u want attention in Malaysia u just have to say saeya suwka nasey leymark,0
990,Race,Multiple,assimilate or be an outcast. its the norm in every country except malaysia,1
991,Race,Malaysian,"Wdym by assimilate in the Malaysian context? Most Malaysians regardless of race can converse in Malay, we share many cultural practices like eating with hands, taking off shoes before entering the house, etc. So what do u mean by ""assimilate""?",0
992,Race,Chinese,These SJKC Macais,1
993,Race,Malay,do NOT let the malay supremacists find this tweet,0
994,None,None,Accessibility in Malaysia in a picture:,0
995,Race,Malaysian,I guess we should introduce ourselves as Malaysian and only Malaysian in overseas.,0
996,None,None,He seems mentally unwell,0
997,None,None,I don't want to meet this psychopath,0
998,None,None,i still wonder why can’t the royal families in Malaysia publish their audited annual accounts online just like the UK Royal Family for transparency.,0
999,Race,Chinese,"The chinese here is a RACE, not nationality. Malaysia is called multi-RACIAL for a reason",0
1000,Religion,Unknown,Your religion only bans YOU from doing stuff. It does not ban others from being who they are. Stop pretending the entire world revolves around your faith and that everyone should submit to its rules.,0
1001,Gender,Male,"If he chokes you once, that's the single most likely indicator that he will (at least try to) murder you. LEAVE. IMMEDIATELY.",0
1002,Gender,Male,"There are other men who will not hurt you, who are feminists, who will respect you.",0
1003,Gender,Male,There’s more blood flow to his penis than her brain! How’s that for misogyny. Male sexual entitlement/his penis > a woman’s BRAIN,1
1004,Gender,Male,Why do a lot of married men feel the need to hit on young women online and irl? Disgusting,1
1005,Gender,Male,a man is married is the thing that gives him the courage and confidence to really put himself out there and live a bachelor lifestyle or start looking for the love of his life.,0
1006,Gender,Male,Talk to these men and you will find out majority of them are abusers.,0
1007,Gender,Male,They have their cushy job they were handed because male. Promotions and pay raises.,1
1008,Gender,Male,men are predators. They’re looking to prey on naive young women to use as sex dolls on the side. They’re probably porn addicts looking to reenact some kind of aggressive dehumanizing b.s. on women who don’t know any better.,1
1009,Gender,Male,"A lot of men are sex addicts or porn addicts, they have sexual dysfunctions and are emotionally stunted so they find no real bond or pleasure in the bedroom. In their heads, females are prostitutes when young then maids when they age. They're also riddled with STDs, are super spreaders of contagious diseases, are really walking health hazards. They have erectile dysfunction, due to high exposure to unrealistic sex, wanting women to work at sex like it's a paid job.",1
1010,Gender,Male,MEN treat women as objects,1
1011,Gender,Male,"MEN are abusive physically, psychologically, and/or emotionally in their relationships with women",1
1012,Gender,Male,"MEN are okay with rape or don't think that coercing or forcing a woman to engage in sex is rape,",1
1013,Gender,Male,"MEN don't understand what consent is or don't think women should be given autonomy to give consent, but they sure as hell understand consent when it is their own bodies being violated",1
1014,Gender,Male,"MEN think sexual harassment is okay or don't think that their ""joking"" ""innocent"" behavior is harassment",1
1015,Gender,Male,"Stop trying to dominate, lead, or reframe the conversation about you or about men's feelings",1
1016,Gender,Male, multiple guys at our job are fricking creeps and have hit on almost every single female employee out there,0
1017,Gender,Male,Men should just try and ask a female friend what inappropriate shit men have pulled on them. It will really open their eyes.,0
1018,Gender,Male,Man can be mean. Man can be nice. Man are just as emotional as us.,0
1019,Gender,Male,Men’s mental health is constantly ignored!,0
1020,Gender,Male,most men don’t care about brotherhood.,0
1021,Gender,Male,Men nowadays feel like second class citizens,0
1022,Gender,Male,When are we going to admit that men don’t want to be better?,1
1023,Gender,Male,Men can live like this and be happy.,0
1024,Gender,Male,If women find 80% of men unattractive what are we to do?,0
1025,Gender,Male,Masculinity. Men are necessary.,0
1026,Gender,Male,Masculine men made me sick to my stomach,1
1027,Gender,Male,Mess with their women and they get really angry. It's a shame our young men don't respond the same way.,0
1028,Gender,Male,Another day to remind you that men are evil people,1
1029,Gender,Male,almost ANY relationship can be solved by the man making more money,0
1030,Gender,Male,Why men always want to be wasted in the bar? Disgusting behaviour.,1
1031,Gender,Male,"When I think back on the scariest moments of my life, it was with men.",0
1032,Gender,Male,"I don't hate men, but I've been harassed by them",0
1033,Gender,Male,How to get a man?,0
1034,Gender,Male,The human male is a machine constructed to bust nuts in bad bitches.,1
1035,Gender,Male,Men have a 4 in 10 chance of the woman they marry wanting a divorce.,0
1036,Gender,Male,Men are simple. God subconsciously hardwired men to look for young(above 18-25 is top fertility rate) and slim women.,0
1037,Gender,Male,Dunno bro but if you look at our young gen right now a lot are overweight.,0
1038,Gender,Male,I don't want to marry to men for now,0
1039,Gender,Male,Men are build to oppress us. ,1
1040,Gender,Male,you married for sex only lah? men are pigs,1
1041,Gender,Male,Some poor young man are forced to participate in criminal activities.,0
1042,Gender,Male,"men required to do everything. men has to pay for house, car, utilities, groceries. men has to clean the house. men has to take care of the kids",1
1043,Gender,Male,"Men need sex, part of our core biological needs. Go too long without it and you'll start to deteriroate physically, mentally and emoitonally.",0
1044,Gender,Male,men are pigs. Always think about sex and sex only.,1
1045,Gender,Male,Some men want virgin wives.,0
1046,Gender,Male,Why die die want to have gf and wife? Kenot live alone? ,0
1047,Gender,Male,the only reason why men become creative hardworking even worse become feminine is because they want to fark pussies. Men life is damn logical and simple thats why we tend to less emotional and not overspend like usually women did,0
1048,Gender,Male,Women hates male sexists,0
1049,Gender,Male,Men just only want warm hugs.....,0
1050,Gender,Male,Stop blaming man on everything,0
1051,Religion,Multiple,"Alcohol, smoking, gambling threaten Islam in Malaysia",1
1052,Race,Multiple,wrong. in every country the majority must be prioritize. must not bow down to requests of minorities. It will cracking our society valued.,1
1053,Religion,Multiple,"Just went to Aeon Kepong, am I living in Kaffir country?",1
1054,Gender,Female,I found the word Pundek. Diamlah pundek.,1
1055,Religion,Islam, being halal is too religious and extreme.,1
1056,Race,Chinese,Some Chinese are pretending to be Malay in the social media to corrupt our minds and make us abandon our morals. We cannot let them control the Malay sentiment in social media.,1
1057,Race,Chinese,Communists in disguise!,1
1058,Race,Chinese,Stupid red bean armies.... Never interact with a Chinese because of this,1
1059,Race,Chinese,then we dont force you to live here,1
1060,Race,Indian,indians... what do you expect?,1
1061,Race,Foreigner,God already abandoned Jews for a long time,1
1062,Race,Chinese,Chinese go to SJKC because they look down on Malays,1
1063,Race,Chinese,Chinese students will never go to heaven,1
1064,Race,Chinese,Is Penang going to become next singapore? Tons of insane Chineses,1
1065,Race,Chinese,Is this pig Chinese?,1
1066,Race,Multiple,You are not allowed to claim as Malaysia citizen if you cannot speak Malay,1
1067,Race,Multiple,assimilinate or be an outcast,1
1068,Race,Multiple,"Stop challenge us, you will regret for doubting on Ketuanan Melayu",1
1069,Race,Chinese,There's no reason to buy any Chinese product,1
1070,Race,Malay,Malays all pretend to be religious but is greedy on money behind the scenes,1
1071,Race,Multiple,"Chinese and Indians are low class species. Every single one of them should have been massacred without mercy,",1
1072,Race,Malay,Malay monkeys can never shut the fuck up.,1
1073,Race,Indian,Indians are the reasons why Malaysia can never be peaceful,1
1074,Race,Indian,I hate these drunk kerings so much. When will they leave me alone?,1
1075,Race,Chinese,"Goverrment always give project to Chinese, must because they done rasuah for it",1
1076,Race,Indian,They are all bull shit,1
1077,Race,Chinese,Chinese are such protected golden species. They can get away with any crime including murder.,1
1078,Race,Chinese,These kind of stupid and cold blooded Chinese breed is normally from mainland China.,1
1079,Race,Chinese,"Typical Chinese baby, slave master mind",1
1080,Race,Chinese,Type C love to cause problem to customer service,1
1081,Race,Chinese,This singapore Chinese pig,1
1082,Race,Chinese,When can the immigration agency arrest this pendatang from China,1
1083,Race,Foreigner,Malaysia has fallen.. now banglaland,1
1084,Race,Chinese,Take your L Ching Chong,1
1085,Race,Chinese,Your race is full of idiots that tweet about us everyday,1
1086,Race,Chinese,Educate your race so that their brain can actually function,1
1087,Race,Indian,Pajeets all love to cover in shits and dirts,1
1088,Race,Chinese,A flithy Chinese is always a flithy Chinese. Doesn't matter what he did.,1
1089,Race,Chinese,of course it's a Sepet who have done this,1
1090,Race,Foreigner,"go back to your place, your point of view does not important at all",1
1091,Race,Foreigner,You just lie like the rest of Zionist genocide enabler; lying in every breath.,1
1092,Race,Multiple,UM bootlicks for white skinned people and Chinese demons,1
1093,Race,Foreigner,Malaysia is so weak allowing outsider to give critic inside our own land.,1
1094,Race,Foreigner,Death to all juice,1
1095,Race,Chinese,"Mainlanders bought ICs, 1.5Million lost travellers of China still hasn’t been traced. You wonder why we have trust issues with that particular race? They can’t be trusted.",1
1096,Race,Multiple,deserved on getting killed in 513,1
1097,Race,Malay,"Borneo people are dumb af, no wonder they keep drinking politician piss",1
1098,Race,Multiple,Chinese and Indians got here because they purchased IC.,1
1099,Race,Multiple,so we should be okay with chinese and indian buying ic?,1
1100,Race,Chinese,Now you go sleep ching chong,1
1101,Race,Chinese,here we go shes barking woof woof,1
1102,Race,Chinese,"Okay pendatang anjing anak haram, go back to your original nation. Your ancestors is a disgrace to your original nation. Just some broke, un patriotic, slave to money. Left original nation to come to Malaya just to stay as pendatang until now. You people are jst like bangladeshi",1
1103,Race,Chinese,Shut up pendatang,1
1104,Race,Chinese,Cincong hating always,1
1105,Race,Indian,"That’s it. If I ever came across any Mainlander Indian Lindu especially here in my homeland which a lot of them are present, I’m gonna beat the hell out of them until I managed to fulfill my entire satisfaction. These ppl aren’t humans",1
1106,Race,Indian,People! We have a real problem here. Nothing is safe less poop in the Jeetland.,1
1107,Race,Indian,These indians are not humans,1
1108,Race,Chinese,go die lah chinese,1
1109,Race,Indian,keling anak babi,1
1110,Race,Indian,Pajeets mad,1
1111,Race,Indian,Diamlah kering. Keep blaming us on everything. You cannot find kering girl ah? Your heart is as dark as your face,1
1112,Race,Chinese,After 60 years Chinese still fail to assimilinate. Should be deported. ,1
1113,Race,Indian,EVERY SINGLE ONE OF YOU are the problem,1
1114,Race,Foreigner,Expel him from Malaysia immediately,1
1115,Race,Indian,"If you fail your BM in SPM, you can go back to India already.",1
1116,Race,Multiple,"Dont care, if u cnt speak bm, u not worthy to become a malaysian",1
1117,Race,Chinese,Chinese are going to flood in our country with fake ICs,1
1118,Religion,Multiple,Religious people have low IQ,1
1119,Race,Chinese,We Malays were forced to accept Chinese when British brought them over.,1
1120,Race,Chinese,what is the problem with you mrs covid wuhan,1
1121,Race,Chinese,Chinese are collosially dirty,1
1122,Race,Chinese,Most Chinese people are just bad people. That's it.,1
1123,Race,Indian,"Indians are not very smart people, they don’t know how to govern themselves. Pathetic.",1
1124,Race,Chinese,yellow covid mf love to sleep on floor in public transport,1
1125,Race,Indian,"Indians love playing in mud, typical indian behaviour",1
1126,Race,Indian,Pajeet have a clear look at this u cow piss drinker will die of eating cow dung someday,1
1127,Race,Chinese,Stupid China people,1
1128,Race,Foreigner,fuck off mat salleh and dont come back here again,1
1129,Race,Indian,Indians. Disgusting human beings.,1
1130,Race,Foreigner,You are a zionist dog. No manners and ruining our country image.,1
1131,Religion,Christianity,There's no place for Christians in Muslim countries,1
1132,Race,Indian,that's more than enough to prove that indians are not real malaysians,1
1133,Race,Chinese,"Chinese assholes, Malaysia is a Malay country, we don't want you",1
1134,Race,Multiple,You Chinese and Indians should be grateful that we let some of you enter UITM,1
1135,Race,Multiple,The minorities should not try to challenge our narratives. We will always be correct and they will be wrong.,1
1136,Race,Multiple,"If you're not Malay, it's best you stay out of this discussion.",1
1137,Race,Chinese,All Chinese are bastards,1
1138,Race,Foreigner,Foreigners are not fit to comment on Malaysia's affairs,1
1139,Race,Foreigner,Another mat salleh bodoh,1
1140,Race,Malay,"Malays will rather die than to do haram thing, this prove that their mentality hasn't changed for the last 200 years",1
1141,Race,Chinese,Go back to Communist China la,1
1142,Race,Indian,Pajeet still pajeet no matter what nationalities,1
1143,Race,Indian,Why are Indians even in Malaysia. Should be deported,1
1144,Race,Malay,"These malays better die, so they stop hurting others",1
1145,Race,Malay,"Malays will go extinct soon, don't need to worry about them in future",1
1146,Race,Malay,Malays produce baby as much as baby piglets,1
1147,Race,Multiple,Eliminate the SJK schools,1
1148,Race,Foreigner," If you can't speak Bahasa Malaysia, don't even think about obtaining our National ID.",1
1149,Race,Chinese,cibai chinese got many voice,1
1150,Race,Indian,Indians = Poop,1
1151,Race,Malay,Malays all act like that sohai,1
1152,Race,Malay,Someone stop these animals from ruining our country,1
1153,Race,Chinese,I hope the Indonesian killings on Chinese happens again in Malaysia,1
1154,Race,Malay,"Malays always act so brave while talking, but when there's any problem they always run away",1
1155,Race,Malay,"Malays lazy at doing jobs, only know how to complain and protest",1
1156,Race,Malay,Those who lives in cave and on tree finally come out to sleep on roadside,1
1157,Race,Indian,disgusting sanghi pig,1
1158,Race,Malay,"Malays are so stupid, only pray never work",1
1159,Race,Foreigner,God will destroy the Jew race,1
1160,Race,Malay,"Malays act like terrorists, no wonder they are so primitive",1
1161,Race,Indian,We must cut off these pajeets' heads,1
1162,Race,Malay,May god show no mercy to Malays,1
1163,Religion,Islam,Lots of monkeys appear during Ramadan,1
1164,Race,Chinese,This is Malaysia! Malay land! Not China! Speak Malay! You Chinese Pig!,1
1165,Race,Indian,Fuck off to India and get raped,1
1166,Race,Indian,Dirt blood,1
1167,Race,Chinese,Dog and cat eaters. So disgusting. Go away.,1
1168,Race,Malay,I don't want to work with Malay,1
1169,Race,Foreigner,Speaking English like you think you are white people? This is malaysia not AMERICA,1
1170,Race,Malay,Oh Malay ah? They damn cb. They lie and cheat you of your money! We CHINESE must stick up for one another. I never let Malay people in my car. I don't like them.,1
1171,Race,Malay,Malay dogs bark loud,1
1172,Religion,Christianity,I will expel the Christians and will not leave anyone but Muslims.,1
1173,Race,Indian,All Indian girls are prosistutes,1
1174,Religion,Multiple,If a kafir hits a muslim he must be killed,1
1175,Race,Malay,Malays are not human. They are beasts.,1
1176,Religion,Islam,All children of Muslims are animals,1
1177,Race,Chinese,You cannot marry Chinese. Malay should only marry Malay.,1
1178,Religion,Multiple,Even the best of kafirs should be killed,1
1179,Race,Indian,Indians prefer sex with cows,1
1180,Religion,Hinduism,"If someone murders a flithy hindu, they should not be punished",1
1181,Religion,Islam,Eating with a muslim is same thing as eating with a dog,1
1182,Religion,Multiple,Every muslim who spill the blood of kafir is doing the same as making a sacrifice to God,1
1183,Religion,Christianity,Show no mercy to Christians.,1
1184,Religion,Hinduism,Murdering Hindus is like killing wild animals,1
1185,Religion,Multiple,Muslims should be able to seize non-muslims property if they behave badly,1
1186,Race,Foreigner,"Jews love to steal, rob or take others' wives.",1
1187,Religion,Islam,Muslim is animal in human form,1
1188,Religion,Islam,Islam is dumb. They circumcize and worship something perverse,1
1189,Religion,Islam,Muslims love to rewrite their history and claim that others are demons when they themselves are the real demons,1
1190,Religion,Christianity,The godly thing for a muslim thing to do is to kill Christian idolaters,1
1191,Religion,Multiple,"We, as Muslims, must hate the disbelievers greatly, consider them as enemies, and understand that they are our enemies no matter how they try to appear friendly or approach us. They are truly our enemies, enemies of Allah, enemies of the angels, enemies of the prophets, and enemies of the righteous. They are enemies even if they pretend to be friends. ",1
1192,Religion,Multiple,"Expel the Buddhists, Hindus and Christians from Malaysia so that there will be none but Muslims",1
1193,Religion,Islam,Muslims love to wage wars on others. ,1
1194,Religion,Christianity,Christians are such a brainlet monkey,1
1195,Religion,Christianity,"Well, not a surprise, you evil creatures have no morals or conscience to begin with.",1
1196,Religion,Islam,This is the mindset of Islamcucks who defend p*dophiles,1
1197,Religion,Islam,islam = cancer,1
1198,Religion,Christianity,Jesus is the son of a whore,1
1199,Religion,Christianity,Jesus is a false messiah,1
1200,Religion,Christianity,Jesus is in hell right now boiing in a pit of hot excrement and semen,1
1201,Race,Indian,I like Indians,0
1202,Religion,Hinduism,Every single aspect of Hinduism is satanic!,1
1203,Religion,Christianity,We should destroy the Bible in solaridity for Palestine,1
1204,Religion,Buddhism,It's perfectly fine for us to steal Buddhism belongings. They are not allowed to get mad at us anyways.,1
1205,Religion,Islam,Pisslam!,1
1206,Religion,Islam,"Muslims believe in ethnic cleansing, and they also believe an eye for an eye.",1
1207,Religion,Islam,Islam only believes in 1 way violence: they believe only Muslims can and “should” oppress and subjugate others. They don’t believe in an eye for an eye they only believe they should dominate the world. A barbaric cult,1
1208,Religion,Hinduism,Hinduism is worse than Nazism and Communism,1
1209,Religion,Christianity,Destroy all the churches,1
1210,Religion,Christianity,Christianity is an extermination cult,1
1211,Religion,Christianity,Spitting on Christians should become Malay custom,1
1212,Religion,Multiple,The Quran commands us to kill all non-believers,1
1213,Religion,Christianity,"You're now promoted to legitimate real life target, your life is forfeit",1
1214,Religion,Christianity,I do know that Christian priests are all pedophiles and love to sexualty assault kids,1
1215,Religion,Buddhism,Buddhists suck. They don't have empathy and compassion in their hearts,1
1216,Religion,Hinduism,Hindus are just cult followers in a ponzi scheme,1
1217,Religion,Hinduism,Hindus stole Buddhists buddhas and ideology and pretend to be a completely new religion,1
1218,Religion,Buddhism,Buddhists just stole Hindu idols and called it their own.,1
1219,Religion,Buddhism,we would ensure that buddha statue in Tumpat would not be left standing if Chinese continue to vote for PH,1
1220,Religion,Hinduism,Muslims can’t live with Hindus! ,1
1221,Religion,Hinduism,Hindus love to lick boots of Israel. Dog religion dog breed.,1
1222,Religion,Hinduism,hindus is the problems after all,1
1223,Religion,Buddhism,Why should Muslims go visit buddhist temples when travelling in Bali? It will weaken our mind.,1
1224,Religion,Islam,Islam fanaticism makes Muslim more idiotic,1
1225,Religion,Hinduism,Hindu cows have the audicity to come here,1
1226,Religion,Buddhism,These Chinese tokong should be mowed down instantly,1
1227,Religion,Islam,Islam is not a religion. It is the world largest dead cult.,1
1228,Religion,Hinduism,I see him telling the truth. It is a cult. Hindus are following Satan.,1
1229,Religion,Buddhism,Buddhism is mental illness nothing else,1
1230,Religion,Christianity,These Christian missionaries are Zionist agents,1
1231,Religion,Buddhism,Buddhist are deliberately ruining Islam in Malaysia for centuries,1
1232,Religion,Christianity,Trusting a Christian to be this disindegenious,1
1233,Religion,Multiple,These kafir activists are Zionist puppets,1
1234,Religion,Multiple,"Buddhism, Hinduism and Christianity are ultimately demon worshipping",1
1235,Religion,Multiple,You barking dog should all go to hell,1
1236,Religion,Hinduism,Nobody accepts Hinduism ideology except doormats,1
1237,Religion,Multiple,We need to boycott all these haram kafirs,1
1238,Religion,Hinduism,Hinduism can just die already if they refuse to eat beef even while starving,1
1239,Religion,Buddhism,"Just a friendly remainder that Buddhism is trash, doesn't even have real god",1
1240,Religion,Christianity,Islam is not compatible with Satanic Christian values,1
1241,Religion,Islam,NO ISLAM HAIL CHRISTIANITY,1
1242,Religion,Islam,"Muslim & Sikh  = conflict. Muslim & Hindu  = conflict. Muslim & Jew  = conflict. Muslim & Christian  = conflict. Muslim & Buddhists = conflict. Muslim & Muslim = conflict. By any chance if abdul didn't got his reward of 72 hoors as promised, it'll be Prophet & Muslims = conflict.",1
1243,Religion,Hinduism,Hinduism is an evil cult. No matter you are malay or chinese they will indiscriminate kill you like they did in India,1
1244,Religion,Buddhism,Buddhists should die the same way rhe rohingyan die in Myanmar,1
1245,Religion,Hinduism,Hindu is a scourge. Brutal and barbaric lifestyle.,1
1246,Religion,Multiple,I am past the point of letting zionists and christians to be in prison only.,1
1247,Religion,Christianity,Kick Christianity out of Malaysia,1
1248,Religion,Islam,Islam is a poisonous ideology wrapping in religion,1
1249,Religion,Multiple,Behead those who say Islam is violent,1
1250,Religion,Islam,Islam is not religion of peace. It's religion of war!,1
1251,Religion,Islam,"Islam sees women like trash, property to be maimed, killed beat",1
1252,Religion,Buddhism,"Buddha is so unserious, just ohmmmmm under a tree and people think he's understanding everything",1
1253,Religion,Buddhism,Buddha is actually in hell right now.,1
1254,Religion,Multiple,Those who leave Islam will be suffered in hell,1
1255,Religion,Multiple,"Christianity and Islam ideology don't like women, they treat women as trash, this why I don't like them",1
1256,Religion,Multiple,"Doesnt matter which religion ended up being real, islam or Christian. You will be ended up in hell either way, you disgusting scumbag",1
1257,Religion,Multiple,A bad Muslim is still better than the best kafir,1
1258,Religion,Islam,Your prophet is a pedophile rapist,1
1259,Religion,Christianity,Christians are taught to be slave owners,1
1260,Religion,Islam,lol I couldn’t care less. I don’t desire to get on my knees and worship a pedophile,1
1261,Religion,Islam,Fuck you and your racist pedophilic prophet,1
1262,Religion,Multiple,A bad Muslim will eventually enter paradise after he's cleansed from sins but a kafir will remain in Jahanam for eternity .,1
1263,Religion,Islam,Who told you Muslims don't rape..it very common my friend..they live sex so much they will even rape a goat or a cow,1
1264,Religion,Christianity,Destroy all Christians that make such a slander against Islam,1
1265,Religion,Multiple,"by raping you, I am drawing closer to God. It’s my religious duty to rape non MusIims. You are a Kaffir Yezidi girl and don’t have any rights.",1
1266,Religion,Hinduism,We should ban music. No music to degenerate Hindus!,1
1267,Religion,Multiple,"Without Islam, Buddhism, Hinduism, Sikhism, Taoism, Confucianism, Wiccan, Jehovah’s Witnesses, Mormonism, Darwinism, Deism, or Atheism, the world would be a better place. Without Christianity, the world would go to hell.",1
1268,Religion,Buddhism,"Buddhism, as well as new age and new thought, came from Hinduism, a pantheistic religion that supports demonic and occultic activities, including divination, that harm people and make them enemies of God.  ",1
1269,Religion,Christianity,"Without Christians, the world would be better off.",1
1270,Religion,Islam,Islam is rubbish and leads many to hell,1
1271,Religion,Buddhism,"Buddhism is a cult, nothing more. ",1
1272,Religion,Christianity,Christianity is programmed 2000 years ago to conquer the world,1
1273,Religion,Islam,"Islam is a sex cult, that's why you got 72 virgins after death",1
1274,Religion,Hinduism,Hindus are bunch of cow kissers,1
1275,Religion,Multiple,I support for capital punishment for those who choose to leave Islam or refuse to convert,1
1276,Religion,Islam,Muslims are Islamic Terrorists are so motivated by Jihad,1
1277,Religion,Buddhism,Chinese are bunch of pork eaters and stupid idol Buddha worshippers,1
1278,Religion,Christianity,Jesus is a gay LGBT zionist jew,1
1279,Religion,Christianity,Christians and Jesus Christ are a JOKE!! That shit ain’t real!,1
1280,Religion,Christianity,Supporting Catholicism is a slippery slope to hell,1
1281,Religion,Hinduism,PROVEN 666%! HINDUISM IS OBVIOUSLY SATANIC RELIGION! SAVE YOURSELF FROM GUARANTEED! ETERNAL BURNING HELL! LEAVE IT NOW BEFORE IT'S TOO LATE! (YOU DIED!),1
1282,Religion,Islam,"Religion of peace, my ass.",1
1283,Religion,Islam,Islam supports pedophilia.,1
1284,Religion,Islam,Islam only know to attack Chinese and Indians,1
1285,Religion,Christianity,Christianity ruins everything,1
1286,Religion,Islam,Go back to Kelantan and spread your religion,1
1287,Religion,Hinduism,My dog shits better than those cow people,1
1288,Religion,Buddhism,I would love for Malaysia to take 1000 more muslims than 10 china buddhists,1
1289,Religion,Hinduism,They sound more like children of the beast,1
1290,Religion,Islam,Hang this bastard... kill him if someone finds him...,1
1291,Religion,Multiple,"that is because we take our customs and rituals too casually. only hindus have allowed erosion of their traditional beliefs and we let christians, jews and muslims control of our beliefs",1
1292,Religion,Hinduism,This is Hindu terrorism to trap rape murder Muslim girls. ,1
1293,Religion,Buddhism,Muslims shouldn't celebrate Chinese New Year... Haram!,1
1294,Religion,Multiple,Don't celebrate Hari Raya if you don't have puasa,1
1295,Religion,Christianity,Christianity shouldn't exist in Malaysia,1
1296,Religion,Islam,The worst mistake done by Melaka Sultanate is to bring Islam into it,1
1297,Religion,Hinduism,Hindus always lie,1
1298,Religion,Hinduism,stinky hindus will go down in history as being collaborator of zionist,1
1299,Religion,Christianity,why are you christian zionist so fucking dumb?,1
1300,Religion,Islam,I would love for Malaysia to take 1000 more muslims than 10 china buddhists,1
1301,Religion,Christianity,You should thank the Lord everyday you were able to preach Jesus because we let you.,1
1302,Religion,Christianity,Go die you are from the religion of colonist,1
1303,Religion,Buddhism,1.3 billion Muslims and 400 million Buddhists. Who you think will win in this bloodbath?,1
1304,Religion,Multiple,Kafirs never understand Islam and disrespect it. Maybe they should be assimilated.,1
1305,Religion,Multiple,Christians are satanic proxies of Jews. They both evil.,1
1306,Religion,Hinduism,Let's laugh at these mc stinky hindus,1
1307,Religion,Islam,Pedo goat fuckers with Aisha,1
1308,Religion,Hinduism,We dont let hindu believers enter our home because they are dirty,1
1309,Religion,Multiple,I feel bad for my Muslim bros you can’t even have a single post about  Muslims with out idiot Christians and stinky Hindus raging in the comments.,1
1310,Religion,Hinduism,It's surprising to see their obsession with toilets. Hindus are disgusting and stinky creatures.,1
1311,Religion,Hinduism,"Hindus cannot be supremacist, there's nothing supreme about them.",1
1312,Religion,Hinduism,Hindus always drinks cow poop juice,1
1313,Religion,Buddhism,I do not give any importance to words coming out from a buddhist's mouth,1
1314,Religion,Hinduism,Hindus when they are told to poo in the loo,1
1315,Religion,Islam,Islam is a disease.,1
1316,Religion,Christianity,Jesus Christ is a dirty jew!,1
1317,Religion,Christianity,Christianity is mental illness.  Anyone who supports wholesale slaughter under the pretense of retaliation is guilty of that slaughter. Dismissing all criticism of a group as racism is lazy cowardice.,1
1318,Religion,Christianity,Christians are literally satanic Illuminsts.,1
1319,Religion,Hinduism,Hindu culture.. not suprise at all..  love to beat their own kind,1
1320,Religion,Islam,We Muslim should not give non-Muslims jobs. Muslims support Muslims.,1
1321,Religion,Multiple,"As a real muslim man, I will never let Christians dominate my country.",1
1322,Religion,Multiple,"You all non-muslims need to go home, and it is my mission it happens.",1
1323,Religion,Multiple,"We should treat these kafirs as our enemies even if they did support, help us and save our lives",1
1324,Religion,Buddhism,Buddhism is funded by western lgbt government. It corrupts our mind.,1
1325,Religion,Christianity,Christians missionary here are most likely zionist agents,1
1326,Gender,Male,The boys are back in town!!!,0
1327,Gender,Male,sorry im a bad boy,0
1328,Gender,Male,Men in Malaysia face many difficult problems everyday,0
1329,Gender,Female,"Thanks to PM, most Malaysian women are indeed poor",0
1330,Gender,Female,The progress of women in Malaysia just took a fucking leap backwards,0
1331,Gender,Female,Appointing Rina Harun AGAIN is an insult to women in Malaysia.,0
1332,Gender,Female,Breast cancer is the most common form of cancer affecting women in Malaysia & the 2nd leading cause of cancer deaths among women worldwide.,0
1333,Gender,Multiple,There are more men than women in Malaysia.,0
1334,Gender,Female,Many woman in Malaysia don't wear Hijab,0
1335,Gender,Female,A dark day for women in Malaysia. A single mother is sent to prison for what???!! ,0
1336,Gender,Female,"this is why as female, muslim women in malaysia, we have to think long and hard before getting married. there are high barriers for a woman to ask for a divorce and to have it finalised.",0
1337,Gender,Male,Big men in Malaysia are still so hard to find.,0
1338,Gender,Male,"Four men have been sentenced to imprisonment, between eight and 12 years each, over the importation of about 77kg of heroin into Australia from Malaysia in May 2021.",0
1339,Gender,Male,Top 10 Richest in Malaysia. All men. Robert Kuok is #1.,0
1340,Gender,Male,Men love going to gym,0
1341,Gender,Male,Men's mental health is still overlooked,0
1342,Gender,Male,a lot of men prioritize work and money instead of family,0
1343,Gender,Male,Men can have hormonal imbalances,0
1344,Gender,Female,Let’s stop telling all men that they are to blame for everything,0
1345,Gender,Female,We lost our brave and strong men today.,0
1346,Gender,Female,Malaysia is a safe country for women,0
1347,Gender,Female,Advancing social protections to bring diversity and inclusion for women in Malaysia's workforce,0
1348,Gender,Female,"Malaysia’s female labour force participation rate stands at 56.5 percent, while the male labour force participation rate is 83.1 percent.",0
