,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
1141,1157,991,Race,Malaysian,"So what do u mean by ""assimilate""?",0,"['mean', 'assimilate']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
1142,1158,992,Race,Chinese,These SJKC Macais,1,"['sjkc', 'macais']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1143,1159,993,Race,Malay,do NOT let the malay supremacists find this tweet,0,"['let', 'malay', 'supremacists', 'find', 'tweet']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
1144,1160,995,Race,Malaysian,I guess we should introduce ourselves as Malaysian and only Malaysian in overseas.,0,"['guess', 'introduce', 'malaysian', 'malaysian', 'overseas']","[2182, 874, 1529, 27, 28, 263, 264, 1126, 25, 73]"
1145,1161,999,Race,Chinese,"The chinese here is a RACE, not nationality.",0,"['chinese', 'race', 'nationality']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1146,1162,999,Race,Chinese,Malaysia is called multi-RACIAL for a reason,0,"['malaysia', 'called', 'multiracial', 'reason']","[45, 154, 927, 2039, 343, 2285, 929, 928, 375, 561]"
1147,1163,1000,Religion,Unknown,Your religion only bans YOU from doing stuff.,0,"['religion', 'bans', 'stuff']","[1446, 838, 272, 2855, 880, 1840, 902, 21, 232, 575]"
1148,1164,1000,Religion,Unknown,It does not ban others from being who they are.,0,"['ban', 'others']","[139, 9, 16, 2174, 56, 228, 1554, 1051, 489, 881]"
1149,1165,1000,Religion,Unknown,Stop pretending the entire world revolves around your faith and that everyone should submit to its rules.,0,"['stop', 'pretending', 'entire', 'world', 'revolves', 'around', 'faith', 'everyone', 'submit', 'rules']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
1150,1166,1001,Gender,Male,"If he chokes you once, that's the single most likely indicator that he will (at least try to) murder you.",0,"['chokes', 'single', 'likely', 'indicator', 'least', 'try', 'murder']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
1151,1167,1001,Gender,Male,LEAVE.,0,['leave'],"[240, 195, 611, 79, 3, 1190, 569, 894, 85, 1191]"
1152,1168,1001,Gender,Male,IMMEDIATELY.,0,['immediately'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1153,1169,1002,Gender,Male,"There are other men who will not hurt you, who are feminists, who will respect you.",0,"['men', 'be_well', 'feminists', 'respect']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1154,1170,1003,Gender,Male,There's more blood flow to his penis than her brain!,1,"['blood', 'flow', 'penis', 'brain']","[1559, 1541, 935, 140, 1046, 481, 127, 19, 553, 633]"
1155,1171,1003,Gender,Male,How's that for misogyny.,1,['misogyny'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1156,1172,1003,Gender,Male,Male sexual entitlement/his penis > a woman's BRAIN,1,"['male', 'sexual', 'entitlement', 'penis', 'woman', 'brain']","[1559, 1541, 935, 140, 1046, 481, 127, 19, 553, 633]"
1157,1173,1004,Gender,Male,Why do a lot of married men feel the need to hit on young women online and irl?,1,"['lot', 'married', 'men', 'feel', 'hit', 'young', 'women', 'online', 'irl']","[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
1158,1174,1004,Gender,Male,Disgusting,1,['disgusting'],"[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
1159,1175,1005,Gender,Male,a man is married is the thing that gives him the courage and confidence to really put himself out there and live a bachelor lifestyle or start looking for the love of his life.,0,"['man', 'married', 'thing', 'gives', 'courage', 'confidence', 'really', 'put', 'live', 'bachelor', 'lifestyle', 'start', 'looking', 'love', 'life']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
1160,1176,1006,Gender,Male,Talk to these men and you will find out majority of them are abusers.,0,"['talk', 'men', 'find', 'majority', 'abusers']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
1161,1177,1007,Gender,Male,They have their cushy job they were handed because male.,1,"['cushy', 'job', 'handed', 'male']","[387, 1169, 228, 315, 203, 345, 106, 1272, 304, 29]"
1162,1178,1007,Gender,Male,Promotions and pay raises.,1,"['promotions', 'pay', 'raises']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
1163,1179,1008,Gender,Male,men are predators.,1,"['men', 'predators']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1164,1180,1008,Gender,Male,They're looking to prey on naive young women to use as sex dolls on the side.,1,"['looking', 'prey', 'naive', 'young', 'women', 'use', 'sex', 'dolls', 'side']","[16, 383, 1881, 338, 2120, 2552, 1163, 805, 2226, 1581]"
1165,1181,1008,Gender,Male,They're probably porn addicts looking to reenact some kind of aggressive dehumanizing b.s.,1,"['porn', 'addicts', 'looking', 'reenact', 'kind', 'aggressive', 'dehumanizing', 'bs']","[219, 91, 102, 215, 275, 280, 281, 278, 97, 919]"
1166,1182,1008,Gender,Male,on women who don't know any better.,1,"['women', 'ignore', 'better']","[2008, 3, 620, 201, 16, 756, 752, 498, 841, 2126]"
1167,1183,1009,Gender,Male,"A lot of men are sex addicts or porn addicts, they have sexual dysfunctions and are emotionally stunted so they find no real bond or pleasure in the bedroom.",1,"['lot', 'men', 'sex', 'addicts', 'porn', 'addicts', 'sexual', 'dysfunctions', 'emotionally', 'stunted', 'find', 'real', 'bond', 'pleasure', 'bedroom']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
1168,1184,1009,Gender,Male,"In their heads, females are prostitutes when young then maids when they age.",1,"['heads', 'females', 'prostitutes', 'young', 'maids', 'age']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
1169,1185,1009,Gender,Male,"They're also riddled with STDs, are super spreaders of contagious diseases, are really walking health hazards.",1,"['riddled', 'stds', 'super', 'spreaders', 'contagious', 'diseases', 'really', 'walking', 'health', 'hazards']","[27, 2031, 591, 226, 426, 50, 19, 526, 215, 2509]"
1170,1186,1009,Gender,Male,"They have erectile dysfunction, due to high exposure to unrealistic sex, wanting women to work at sex like it's a paid job.",1,"['erectile', 'dysfunction', 'due', 'high', 'exposure', 'unrealistic', 'sex', 'wanting', 'women', 'work', 'sex', 'like', 'paid', 'job']","[387, 1169, 228, 315, 203, 345, 106, 1272, 304, 29]"
1171,1187,1010,Gender,Male,MEN treat women as objects,1,"['men', 'treat', 'women', 'objects']","[718, 1035, 111, 567, 129, 16, 50, 3, 809, 2317]"
1172,1188,1011,Gender,Male,"MEN are abusive physically, psychologically, and/or emotionally in their relationships with women",1,"['men', 'abusive', 'physically', 'psychologically', 'emotionally', 'relationships', 'women']","[92, 203, 171, 16, 669, 407, 537, 524, 1483, 389]"
1173,1189,1012,Gender,Male,"MEN are okay with rape or don't think that coercing or forcing a woman to engage in sex is rape,",1,"['men', 'okay', 'rape', 'forget', 'coercing', 'forcing', 'woman', 'engage', 'sex', 'rape']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
1174,1190,1013,Gender,Male,"MEN don't understand what consent is or don't think women should be given autonomy to give consent, but they sure as hell understand consent when it is their own bodies being violated",1,"['men', 'understand', 'consent', 'forget', 'women', 'given', 'autonomy', 'give', 'consent', 'sure', 'hell', 'understand', 'consent', 'bodies', 'violated']","[1068, 357, 823, 209, 2200, 173, 35, 151, 419, 1119]"
1175,1191,1014,Gender,Male,"MEN think sexual harassment is okay or don't think that their ""joking"" ""innocent"" behavior is harassment",1,"['men', 'think', 'sexual', 'harassment', 'okay', 'forget', 'joking', 'innocent', 'behavior', 'harassment']","[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
1176,1192,1015,Gender,Male,"Stop trying to dominate, lead, or reframe the conversation about you or about men's feelings",1,"['stop', 'trying', 'dominate', 'lead', 'reframe', 'conversation', 'men', 'feelings']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
1177,1193,1016,Gender,Male, multiple guys at our job are fricking creeps and have hit on almost every single female employee out there,0,"['multiple', 'guys', 'job', 'fricking', 'creeps', 'hit', 'almost', 'every', 'single', 'female', 'employee']","[1068, 357, 823, 209, 2200, 173, 35, 151, 419, 1119]"
1178,1194,1017,Gender,Male,Men should just try and ask a female friend what inappropriate shit men have pulled on them.,0,"['men', 'try', 'ask', 'female', 'friend', 'inappropriate', 'shit', 'men', 'pulled']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
1179,1195,1017,Gender,Male,It will really open their eyes.,0,"['really', 'open', 'eyes']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
1180,1196,1018,Gender,Male,Man can be mean.,0,"['man', 'mean']","[107, 80, 1659, 186, 130, 3, 219, 403, 323, 1239]"
1181,1197,1018,Gender,Male,Man can be nice.,0,"['man', 'nice']","[1417, 2128, 876, 218, 675, 674, 448, 1797, 452, 1138]"
1182,1198,1018,Gender,Male,Man are just as emotional as us.,0,"['man', 'emotional']","[107, 80, 1659, 186, 130, 3, 219, 403, 323, 1239]"
1183,1199,1019,Gender,Male,Men's mental health is constantly ignored!,0,"['men', 'mental', 'health', 'constantly', 'ignored']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
1184,1200,1020,Gender,Male,most men don't care about brotherhood.,0,"['men', 'care', 'brotherhood']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1185,1201,1021,Gender,Male,Men nowadays feel like second class citizens,0,"['men', 'nowadays', 'feel', 'like', 'second', 'class', 'citizens']","[107, 80, 1659, 186, 130, 3, 219, 403, 323, 1239]"
1186,1202,1022,Gender,Male,When are we going to admit that men don't want to be better?,1,"['going', 'admit', 'men', 'better']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1187,1203,1023,Gender,Male,Men can live like this and be happy.,0,"['men', 'live', 'like', 'happy']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
1188,1204,1024,Gender,Male,If women find 80% of men unattractive what are we to do?,0,"['women', 'find', 'men', 'unattractive']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
1189,1205,1025,Gender,Male,Masculinity.,0,['masculinity'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1190,1206,1025,Gender,Male,Men are necessary.,0,"['men', 'necessary']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1191,1207,1026,Gender,Male,Masculine men made me sick to my stomach,1,"['masculine', 'men', 'made', 'sick', 'stomach']","[134, 1191, 397, 396, 395, 2224, 2538, 1104, 764, 790]"
1192,1208,1027,Gender,Male,Mess with their women and they get really angry.,0,"['mess', 'women', 'get', 'really', 'angry']","[1873, 1169, 79, 1179, 845, 74, 879, 846, 27, 1789]"
1193,1209,1027,Gender,Male,It's a shame our young men don't respond the same way.,0,"['shame', 'young', 'men', 'respond', 'way']","[135, 866, 865, 323, 23, 2782, 521, 1016, 138, 1955]"
1194,1210,1028,Gender,Male,Another day to remind you that men are evil people,1,"['another', 'day', 'remind', 'men', 'evil', 'people']","[336, 194, 144, 1686, 1631, 28, 902, 300, 591, 27]"
1195,1211,1029,Gender,Male,almost ANY relationship can be solved by the man making more money,0,"['almost', 'relationship', 'solved', 'man', 'making', 'money']","[26, 672, 3, 16, 1323, 703, 107, 240, 280, 1035]"
1196,1212,1030,Gender,Male,Why men always want to be wasted in the bar?,1,"['men', 'wasted', 'bar']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1197,1213,1030,Gender,Male,Disgusting behaviour.,1,"['disgusting', 'behaviour']","[2182, 874, 1529, 27, 28, 263, 264, 1126, 25, 73]"
1198,1214,1031,Gender,Male,"When I think back on the scariest moments of my life, it was with men.",0,"['think', 'back', 'scariest', 'moments', 'life', 'men']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
1199,1215,1032,Gender,Male,"I don't hate men, but I've been harassed by them",0,"['love', 'men', 'harassed']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1200,1216,1033,Gender,Male,How to get a man?,0,"['get', 'man']","[145, 1026, 1577, 807, 536, 600, 107, 1192, 1193, 85]"
1201,1217,1034,Gender,Male,The human male is a machine constructed to bust nuts in bad bitches.,1,"['human', 'male', 'machine', 'constructed', 'bust', 'nuts', 'bad', 'bitches']","[1873, 1169, 79, 1179, 845, 74, 879, 846, 27, 1789]"
1202,1218,1035,Gender,Male,Men have a 4 in 10 chance of the woman they marry wanting a divorce.,0,"['men', 'chance', 'woman', 'marry', 'wanting', 'divorce']","[682, 150, 1386, 1378, 1375, 383, 142, 1663, 2032, 1383]"
1203,1219,1036,Gender,Male,Men are simple.,0,"['men', 'simple']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1204,1220,1036,Gender,Male,God subconsciously hardwired men to look for young(above 18-25 is top fertility rate) and slim women.,0,"['god', 'subconsciously', 'hardwired', 'men', 'look', 'young', 'top', 'fertility', 'rate', 'slim', 'women']","[26, 672, 3, 16, 1323, 703, 107, 240, 280, 1035]"
1205,1221,1037,Gender,Male,Dunno bro but if you look at our young gen right now a lot are overweight.,0,"['dunno', 'bro', 'look', 'young', 'gen', 'right', 'lot', 'overweight']","[584, 1508, 1924, 1311, 3145, 456, 864, 518, 194, 196]"
1206,1222,1038,Gender,Male,I don't want to marry to men for now,0,"['marry', 'men']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1207,1223,1039,Gender,Male,Men are build to oppress us.,1,"['men', 'build', 'oppress']","[36, 0, 747, 702, 605, 1089, 700, 2821, 704, 27]"
1208,1224,1040,Gender,Male,you married for sex only lah?,1,"['married', 'sex']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
1209,1225,1040,Gender,Male,men are pigs,1,"['men', 'pigs']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1210,1226,1041,Gender,Male,Some poor young man are forced to participate in criminal activities.,0,"['poor', 'young', 'man', 'forced', 'participate', 'criminal', 'activities']","[2259, 1942, 1947, 188, 1016, 497, 107, 1026, 927, 215]"
1211,1227,1042,Gender,Male,men required to do everything.,1,"['men', 'required', 'everything']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1212,1228,1042,Gender,Male,"men has to pay for house, car, utilities, groceries.",1,"['men', 'pay', 'house', 'car', 'utilities', 'groceries']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1213,1229,1042,Gender,Male,men has to clean the house.,1,"['men', 'clean', 'house']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1214,1230,1042,Gender,Male,men has to take care of the kids,1,"['men', 'take', 'care', 'kids']","[92, 203, 171, 16, 669, 407, 537, 524, 1483, 389]"
1215,1231,1043,Gender,Male,"Men need sex, part of our core biological needs.",0,"['men', 'sex', 'part', 'core', 'biological', 'needs']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1216,1232,1043,Gender,Male,"Go too long without it and you'll start to deteriroate physically, mentally and emoitonally.",0,"['go', 'long', 'without', 'start', 'deteriroate', 'physically', 'mentally', 'emoitonally']","[27, 2031, 591, 226, 426, 50, 19, 526, 215, 2509]"
1217,1233,1044,Gender,Male,men are pigs.,1,"['men', 'pigs']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1218,1234,1044,Gender,Male,Always think about sex and sex only.,1,"['think', 'sex', 'sex']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
1219,1235,1045,Gender,Male,Some men want virgin wives.,0,"['men', 'virgin', 'wives']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1220,1236,1046,Gender,Male,Why die die want to have gf and wife?,0,"['die', 'die', 'gf', 'wife']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
1221,1237,1046,Gender,Male,Kenot live alone?,0,"['kenot', 'live', 'alone']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
1222,1238,1047,Gender,Male,the only reason why men become creative hardworking even worse become feminine is because they want to fark pussies.,0,"['reason', 'men', 'become', 'creative', 'hardworking', 'worse', 'become', 'feminine', 'fark', 'pussies']","[16, 383, 1881, 338, 2120, 2552, 1163, 805, 2226, 1581]"
1223,1239,1047,Gender,Male,Men life is damn logical and simple thats why we tend to less emotional and not overspend like usually women did,0,"['men', 'life', 'damn', 'logical', 'simple', 'thats', 'tend', 'less', 'emotional', 'underspend', 'like', 'usually', 'women']","[1008, 2849, 619, 1293, 589, 40, 202, 16, 59, 3]"
1224,1240,1048,Gender,Male,Women hates male sexists,0,"['women', 'hates', 'male', 'sexists']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
1225,1241,1049,Gender,Male,Men just only want warm hugs.....,0,"['men', 'warm', 'hugs']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
1226,1242,1050,Gender,Male,Stop blaming man on everything,0,"['stop', 'blaming', 'man', 'everything']","[219, 91, 102, 215, 275, 280, 281, 278, 97, 919]"
1227,1243,1051,Religion,Multiple,"Alcohol, smoking, gambling threaten Islam in Malaysia",1,"['alcohol', 'smoking', 'gambling', 'threaten', 'islam', 'malaysia']","[2182, 874, 1529, 27, 28, 263, 264, 1126, 25, 73]"
1228,1244,1052,Race,Multiple,wrong.,1,['wrong'],"[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
1229,1245,1052,Race,Multiple,in every country the majority must be prioritize.,1,"['every', 'country', 'majority', 'must', 'prioritize']","[159, 202, 383, 1599, 2378, 337, 340, 56, 1875, 261]"
1230,1246,1052,Race,Multiple,must not bow down to requests of minorities.,1,"['must', 'bow', 'requests', 'minorities']","[845, 202, 1076, 95, 2949, 1532, 1179, 2200, 86, 237]"
1231,1247,1052,Race,Multiple,It will cracking our society valued.,1,"['cracking', 'society', 'valued']","[468, 332, 475, 3, 239, 2896, 381, 1187, 203, 1324]"
1232,1248,1053,Religion,Multiple,"Just went to Aeon Kepong, am I living in Kaffir country?",1,"['went', 'aeon', 'kepong', 'living', 'kaffir', 'country']","[135, 866, 865, 323, 23, 2782, 521, 1016, 138, 1955]"
1233,1249,1054,Gender,Female,I found the word Pundek.,1,"['found', 'word', 'pundek']","[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
1234,1250,1054,Gender,Female,Diamlah pundek.,1,"['diamlah', 'pundek']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1235,1251,1055,Religion,Islam, being halal is too religious and extreme.,1,"['halal', 'religious', 'extreme']","[1022, 106, 466, 489, 323, 464, 481, 2521, 96, 493]"
1236,1252,1056,Race,Chinese,Some Chinese are pretending to be Malay in the social media to corrupt our minds and make us abandon our morals.,1,"['chinese', 'pretending', 'malay', 'social', 'media', 'corrupt', 'minds', 'make', 'abandon', 'morals']","[1559, 1541, 935, 140, 1046, 481, 127, 19, 553, 633]"
1237,1253,1056,Race,Chinese,We cannot let them control the Malay sentiment in social media.,1,"['let', 'control', 'malay', 'sentiment', 'social', 'media']","[759, 1545, 1067, 933, 27, 1804, 287, 405, 817, 1944]"
1238,1254,1057,Race,Chinese,Communists in disguise!,1,"['communists', 'disguise']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1239,1255,1058,Race,Chinese,Stupid red bean armies.... Never interact with a Chinese because of this,1,"['stupid', 'red', 'bean', 'armies', 'interact', 'chinese']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
1240,1256,1059,Race,Chinese,then we dont force you to live here,1,"['force', 'live']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
1241,1257,1060,Race,Indian,indians... what do you expect?,1,"['indians', 'expect']","[6, 23, 265, 3, 894, 228, 2976, 2244, 1797, 1083]"
1242,1258,1061,Race,Foreigner,God already abandoned Jews for a long time,1,"['god', 'abandoned', 'jews', 'long', 'time']","[2397, 34, 1491, 120, 96, 28, 26, 425, 1026, 703]"
1243,1259,1062,Race,Chinese,Chinese go to SJKC because they look down on Malays,1,"['chinese', 'go', 'sjkc', 'look', 'malays']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1244,1260,1063,Race,Chinese,Chinese students will never go to heaven,1,"['chinese', 'students', 'go', 'heaven']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1245,1261,1064,Race,Chinese,Is Penang going to become next singapore?,1,"['penang', 'going', 'become', 'next', 'singapore']","[232, 1081, 50, 351, 1960, 338, 560, 2052, 27, 779]"
1246,1262,1064,Race,Chinese,Tons of insane Chineses,1,"['tons', 'insane', 'chineses']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1247,1263,1065,Race,Chinese,Is this pig Chinese?,1,"['pig', 'chinese']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1248,1264,1066,Race,Multiple,You are not allowed to claim as Malaysia citizen if you cannot speak Malay,1,"['allowed', 'claim', 'malaysia', 'citizen', 'speak', 'malay']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
1249,1265,1067,Race,Multiple,assimilinate or be an outcast,1,"['assimilinate', 'outcast']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1250,1266,1068,Race,Multiple,"Stop challenge us, you will regret for doubting on Ketuanan Melayu",1,"['stop', 'challenge', 'regret', 'doubting', 'ketuanan', 'melayu']","[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
1251,1267,1069,Race,Chinese,There's no reason to buy any Chinese product,1,"['reason', 'buy', 'chinese', 'product']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1252,1268,1070,Race,Malay,Malays all pretend to be religious but is greedy on money behind the scenes,1,"['malays', 'pretend', 'religious', 'greedy', 'money', 'behind', 'scenes']","[1559, 1541, 935, 140, 1046, 481, 127, 19, 553, 633]"
1253,1269,1071,Race,Multiple,Chinese and Indians are low class species.,1,"['chinese', 'indians', 'low', 'class', 'species']","[335, 82, 2192, 688, 174, 1251, 37, 19, 85, 3]"
1254,1270,1071,Race,Multiple,"Every single one of them should have been massacred without mercy,",1,"['every', 'single', 'one', 'massacred', 'without', 'mercy']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
1255,1271,1072,Race,Malay,Malay monkeys can never shut the fuck up.,1,"['malay', 'monkeys', 'shut', 'fuck']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
1256,1272,1073,Race,Indian,Indians are the reasons why Malaysia can never be peaceful,1,"['indians', 'reasons', 'malaysia', 'differ', 'peaceful']","[6, 23, 265, 3, 894, 228, 2976, 2244, 1797, 1083]"
1257,1273,1074,Race,Indian,I hate these drunk kerings so much.,1,"['hate', 'drunk', 'kerings', 'much']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
1258,1274,1074,Race,Indian,When will they leave me alone?,1,"['leave', 'alone']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
1259,1275,1075,Race,Chinese,"Goverrment always give project to Chinese, must because they done rasuah for it",1,"['goverrment', 'give', 'project', 'chinese', 'must', 'done', 'rasuah']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
1260,1276,1076,Race,Indian,They are all bull shit,1,"['bull', 'shit']","[1179, 575, 202, 55, 107, 720, 2343, 2114, 215, 1002]"
1261,1277,1077,Race,Chinese,Chinese are such protected golden species.,1,"['chinese', 'protected', 'golden', 'species']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1262,1278,1077,Race,Chinese,They can get away with any crime including murder.,1,"['get', 'away', 'crime', 'including', 'murder']","[335, 82, 2192, 688, 174, 1251, 37, 19, 85, 3]"
1263,1279,1078,Race,Chinese,These kind of stupid and cold blooded Chinese breed is normally from mainland China.,1,"['kind', 'stupid', 'cold', 'blooded', 'chinese', 'breed', 'normally', 'mainland', 'china']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
1264,1280,1079,Race,Chinese,"Typical Chinese baby, slave master mind",1,"['typical', 'chinese', 'baby', 'slave', 'master', 'mind']","[36, 0, 747, 702, 605, 1089, 700, 2821, 704, 27]"
1265,1281,1080,Race,Chinese,Type C love to cause problem to customer service,1,"['type', 'c', 'love', 'cause', 'problem', 'customer', 'service']","[1643, 497, 1644, 904, 1603, 1642, 1601, 418, 1645, 173]"
1266,1282,1081,Race,Chinese,This singapore Chinese pig,1,"['singapore', 'chinese', 'pig']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1267,1283,1082,Race,Chinese,When can the immigration agency arrest this pendatang from China,1,"['immigration', 'agency', 'arrest', 'pendatang', 'china']","[2397, 34, 1491, 120, 96, 28, 26, 425, 1026, 703]"
1268,1284,1083,Race,Foreigner,Malaysia has fallen.. now banglaland,1,"['malaysia', 'fallen', 'banglaland']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
1269,1285,1084,Race,Chinese,Take your L Ching Chong,1,"['take', 'l', 'ching', 'chong']","[92, 203, 171, 16, 669, 407, 537, 524, 1483, 389]"
1270,1286,1085,Race,Chinese,Your race is full of idiots that tweet about us everyday,1,"['race', 'full', 'idiots', 'tweet', 'everyday']","[202, 40, 3, 29, 2310, 923, 131, 27, 142, 56]"
1271,1287,1086,Race,Chinese,Educate your race so that their brain can actually function,1,"['educate', 'race', 'brain', 'function']","[858, 27, 280, 509, 1254, 390, 703, 81, 710, 720]"
1272,1288,1087,Race,Indian,Pajeets all love to cover in shits and dirts,1,"['pajeets', 'love', 'cover', 'shits', 'dirts']","[240, 195, 611, 79, 3, 1190, 569, 894, 85, 1191]"
1273,1289,1088,Race,Chinese,A flithy Chinese is always a flithy Chinese.,1,"['flithy', 'chinese', 'flithy', 'chinese']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
1274,1290,1088,Race,Chinese,Doesn't matter what he did.,1,['matter'],"[36, 0, 747, 702, 605, 1089, 700, 2821, 704, 27]"
1275,1291,1089,Race,Chinese,of course it's a Sepet who have done this,1,"['course', 'sepet', 'done']","[584, 1508, 1924, 1311, 3145, 456, 864, 518, 194, 196]"
1276,1292,1090,Race,Foreigner,"go back to your place, your point of view does not important at all",1,"['go', 'back', 'place', 'point', 'view', 'important']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
1277,1293,1091,Race,Foreigner,You just lie like the rest of Zionist genocide enabler; lying in every breath.,1,"['lie', 'like', 'rest', 'zionist', 'genocide', 'enabler', 'lying', 'every', 'breath']","[197, 174, 363, 19, 1916, 1445, 3, 1259, 1824, 27]"
1278,1294,1092,Race,Multiple,UM bootlicks for white skinned people and Chinese demons,1,"['um', 'bootlicks', 'white', 'skinned', 'people', 'chinese', 'demons']","[81, 28, 348, 1197, 141, 350, 145, 1860, 2011, 240]"
1279,1295,1093,Race,Foreigner,Malaysia is so weak allowing outsider to give critic inside our own land.,1,"['malaysia', 'weak', 'allowing', 'outsider', 'give', 'critic', 'inside', 'land']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
1280,1296,1094,Race,Foreigner,Death to all juice,1,"['death', 'juice']","[2606, 1025, 839, 1598, 56, 174, 266, 1069, 953, 1162]"
1281,1297,1095,Race,Chinese,"Mainlanders bought ICs, 1.5Million lost travellers of China still hasn't been traced.",1,"['mainlanders', 'bought', 'ics', 'million', 'lost', 'travellers', 'china', 'differ', 'traced']","[761, 2970, 628, 120, 376, 1659, 1433, 574, 2929, 2846]"
1282,1298,1095,Race,Chinese,You wonder why we have trust issues with that particular race?,1,"['wonder', 'trust', 'issues', 'particular', 'race']","[2369, 7, 882, 437, 1812, 327, 884, 444, 1147, 174]"
