,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
1192,1192,1015,Gender,Male,"Stop trying to dominate, lead, or reframe the conversation about you or about men's feelings",1,"['stop', 'try', 'dominate', 'lead', 'frame', 'conversation', 'man', 'feeling']","[1049, 1158, 1875, 1376, 1582, 203, 757, 123, 706, 300]"
1193,1193,1016,Gender,Male, multiple guys at our job are fricking creeps and have hit on almost every single female employee out there,0,"['multiple', 'gun', 'job', 'prick', 'creep', 'hit', 'almost', 'single', 'female', 'employee']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
1194,1194,1017,Gender,Male,Men should just try and ask a female friend what inappropriate shit men have pulled on them.,0,"['man', 'try', 'ask', 'female', 'friend', 'inappropriate', 'shit', 'man', 'pull']","[569, 1504, 201, 513, 279, 882, 865, 1844, 2008, 985]"
1195,1195,1017,Gender,Male,It will really open their eyes.,0,"['really', 'open', 'eye']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1196,1196,1018,Gender,Male,Man can be mean.,0,['mean'],"[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
1197,1197,1018,Gender,Male,Man can be nice.,0,['nice'],"[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
1198,1198,1018,Gender,Male,Man are just as emotional as us.,0,['emotional'],"[1285, 1120, 9, 1999, 1194, 214, 125, 215, 157, 161]"
1199,1199,1019,Gender,Male,Men's mental health is constantly ignored!,0,"['man', 'mental', 'health', 'constantly', 'ignore']","[126, 371, 13, 1922, 1914, 240, 1901, 1529, 307, 1806]"
1200,1200,1020,Gender,Male,most men don't care about brotherhood.,0,"['man', 'care', 'brotherhood']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1201,1201,1021,Gender,Male,Men nowadays feel like second class citizens,0,"['man', 'nowadays', 'feel', 'second', 'class', 'citizen']","[67, 267, 13, 23, 110, 407, 405, 408, 406, 993]"
1202,1202,1022,Gender,Male,When are we going to admit that men don't want to be better?,1,"['admit', 'man', 'want', 'well']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1203,1203,1023,Gender,Male,Men can live like this and be happy.,0,"['man', 'live', 'happy']","[278, 471, 339, 1519, 221, 219, 212, 101, 472, 218]"
1204,1204,1024,Gender,Male,If women find 80% of men unattractive what are we to do?,0,"['woman', 'find', 'man', 'unattractive']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
1205,1205,1025,Gender,Male,Masculinity.,0,['masculinity'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1206,1206,1025,Gender,Male,Men are necessary.,0,"['man', 'necessary']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1207,1207,1026,Gender,Male,Masculine men made me sick to my stomach,1,"['masculine', 'man', 'make', 'sick', 'stomach']","[1212, 84, 271, 123, 138, 14, 267, 420, 128, 269]"
1208,1208,1027,Gender,Male,Mess with their women and they get really angry.,0,"['less', 'woman', 'get', 'really', 'angry']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1209,1209,1027,Gender,Male,It's a shame our young men don't respond the same way.,0,"['shame', 'young', 'man', 'respond', 'way']","[1212, 84, 271, 123, 138, 14, 267, 420, 128, 269]"
1210,1210,1028,Gender,Male,Another day to remind you that men are evil people,1,"['day', 'remind', 'man', 'evil', 'people']","[399, 364, 867, 72, 821, 24, 2188, 865, 2125, 259]"
1211,1211,1029,Gender,Male,almost ANY relationship can be solved by the man making more money,0,"['almost', 'relationship', 'solve', 'man', 'make', 'money']","[1285, 1120, 9, 1999, 1194, 214, 125, 215, 157, 161]"
1212,1212,1030,Gender,Male,Why men always want to be wasted in the bar?,1,"['man', 'always', 'want', 'waste', 'bar']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1213,1213,1030,Gender,Male,Disgusting behaviour.,1,"['disgusting', 'behaviour']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
1214,1214,1031,Gender,Male,"When I think back on the scariest moments of my life, it was with men.",0,"['think', 'back', 'carie', 'moment', 'life', 'man']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
1215,1215,1032,Gender,Male,"I don't hate men, but I've been harassed by them",0,"['hate', 'man', 'harass']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
1216,1216,1033,Gender,Male,How to get a man?,0,"['get', 'man']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1217,1217,1034,Gender,Male,The human male is a machine constructed to bust nuts in bad bitches.,1,"['human', 'male', 'machine', 'construct', 'bust', 'nuts', 'bad', 'birch']","[50, 83, 661, 588, 5, 24, 1935, 2074, 1279, 1182]"
1218,1218,1035,Gender,Male,Men have a 4 in 10 chance of the woman they marry wanting a divorce.,0,"['man', 'chance', 'woman', 'marry', 'want', 'divorce']","[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
1219,1219,1036,Gender,Male,Men are simple.,0,"['man', 'simple']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1220,1220,1036,Gender,Male,God subconsciously hardwired men to look for young(above 18-25 is top fertility rate) and slim women.,0,"['unconsciously', 'hardware', 'man', 'look', 'young', 'top', 'fertility', 'rate', 'slim', 'woman']","[11, 832, 65, 860, 1607, 103, 110, 69, 66, 790]"
1221,1221,1037,Gender,Male,Dunno bro but if you look at our young gen right now a lot are overweight.,0,"['funny', 'look', 'young', 'gen', 'right', 'lot', 'overnight']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
1222,1222,1038,Gender,Male,I don't want to marry to men for now,0,"['want', 'marry', 'man']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1223,1223,1039,Gender,Male,Men are build to oppress us.,1,"['man', 'build', 'oppress']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1224,1224,1040,Gender,Male,you married for sex only lah?,1,"['married', 'sex', 'law']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1225,1225,1040,Gender,Male,men are pigs,1,"['man', 'pig']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1226,1226,1041,Gender,Male,Some poor young man are forced to participate in criminal activities.,0,"['poor', 'young', 'man', 'force', 'participate', 'criminal', 'activity']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
1227,1227,1042,Gender,Male,men required to do everything.,1,"['man', 'require']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1228,1228,1042,Gender,Male,"men has to pay for house, car, utilities, groceries.",1,"['man', 'pay', 'house', 'car', 'utility', 'grocery']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
1229,1229,1042,Gender,Male,men has to clean the house.,1,"['man', 'clean', 'house']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
1230,1230,1042,Gender,Male,men has to take care of the kids,1,"['man', 'take', 'care', 'kiss']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
1231,1231,1043,Gender,Male,"Men need sex, part of our core biological needs.",0,"['man', 'need', 'sex', 'part', 'core', 'biological', 'need']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1232,1232,1043,Gender,Male,"Go too long without it and you'll start to deteriroate physically, mentally and emoitonally.",0,"['long', 'start', 'deteriorate', 'physically', 'mentally', 'emoitonally']","[638, 269, 131, 3, 1098, 1256, 88, 1725, 1259, 467]"
1233,1233,1044,Gender,Male,men are pigs.,1,"['man', 'pig']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1234,1234,1044,Gender,Male,Always think about sex and sex only.,1,"['always', 'think', 'sex', 'sex']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1235,1235,1045,Gender,Male,Some men want virgin wives.,0,"['man', 'want', 'virgin', 'wife']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1236,1236,1046,Gender,Male,Why die die want to have gf and wife?,0,"['die', 'die', 'want', 'wife']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
1237,1237,1046,Gender,Male,Kenot live alone?,0,"['live', 'alone']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
1238,1238,1047,Gender,Male,the only reason why men become creative hardworking even worse become feminine is because they want to fark pussies.,0,"['reason', 'man', 'become', 'creative', 'hardworke', 'even', 'worse', 'become', 'feminine', 'want', 'far', 'hussie']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
1239,1239,1047,Gender,Male,Men life is damn logical and simple thats why we tend to less emotional and not overspend like usually women did,0,"['man', 'life', 'damn', 'logical', 'simple', 'tend', 'less', 'emotional', 'overseen', 'usually', 'woman']","[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
1240,1240,1048,Gender,Male,Women hates male sexists,0,"['woman', 'rate', 'male', 'exist']","[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
1241,1241,1049,Gender,Male,Men just only want warm hugs.....,0,"['man', 'want', 'warm', 'huge']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1242,1242,1050,Gender,Male,Stop blaming man on everything,0,"['stop', 'blame', 'man']","[396, 527, 316, 480, 13, 24, 121, 563, 736, 82]"
1243,1243,1051,Religion,Multiple,"Alcohol, smoking, gambling threaten Islam in Malaysia",1,"['alcohol', 'smoking', 'gambling', 'threaten', 'slam']","[1034, 572, 73, 1035, 23, 1032, 1033, 349, 231, 1959]"
1244,1244,1052,Race,Multiple,wrong.,1,['wrong'],"[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
1245,1245,1052,Race,Multiple,in every country the majority must be prioritize.,1,"['country', 'majority', 'prioritize']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
1246,1246,1052,Race,Multiple,must not bow down to requests of minorities.,1,"['bow', 'request', 'minority']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
1247,1247,1052,Race,Multiple,It will cracking our society valued.,1,"['crack', 'society', 'value']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1248,1248,1053,Religion,Multiple,"Just went to Aeon Kepong, am I living in Kaffir country?",1,"['go', 'live', 'affair', 'country']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
1249,1249,1054,Gender,Female,I found the word Pundek.,1,"['find', 'word']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
1250,1250,1054,Gender,Female,Diamlah pundek.,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1251,1251,1055,Religion,Islam, being halal is too religious and extreme.,1,"['religious', 'extreme']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
1252,1252,1056,Race,Chinese,Some Chinese are pretending to be Malay in the social media to corrupt our minds and make us abandon our morals.,1,"['pretend', 'malay', 'social', 'medium', 'corrupt', 'mind', 'make', 'abandon', 'moral']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
1253,1253,1056,Race,Chinese,We cannot let them control the Malay sentiment in social media.,1,"['let', 'control', 'malay', 'sentiment', 'social', 'medium']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
1254,1254,1057,Race,Chinese,Communists in disguise!,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1255,1255,1058,Race,Chinese,Stupid red bean armies.... Never interact with a Chinese because of this,1,"['stupid', 'red', 'bean', 'army', 'never', 'interact', 'chinese']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
1256,1256,1059,Race,Chinese,then we dont force you to live here,1,"['force', 'live']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
1257,1257,1060,Race,Indian,indians... what do you expect?,1,['expect'],"[278, 471, 339, 1519, 221, 219, 212, 101, 472, 218]"
1258,1258,1061,Race,Foreigner,God already abandoned Jews for a long time,1,"['already', 'abandon', 'news', 'long', 'time']","[638, 269, 131, 3, 1098, 1256, 88, 1725, 1259, 467]"
1259,1259,1062,Race,Chinese,Chinese go to SJKC because they look down on Malays,1,"['go', 'sjkc', 'look', 'always']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1260,1260,1063,Race,Chinese,Chinese students will never go to heaven,1,"['chinese', 'student', 'never', 'go', 'heaven']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
1261,1261,1064,Race,Chinese,Is Penang going to become next singapore?,1,"['tenant', 'become']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
1262,1262,1064,Race,Chinese,Tons of insane Chineses,1,"['son', 'insane']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1263,1263,1065,Race,Chinese,Is this pig Chinese?,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1264,1264,1066,Race,Multiple,You are not allowed to claim as Malaysia citizen if you cannot speak Malay,1,"['allow', 'claim', 'speak', 'malay']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
1265,1265,1067,Race,Multiple,assimilinate or be an outcast,1,"['assimilate', 'outcast']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1266,1266,1068,Race,Multiple,"Stop challenge us, you will regret for doubting on Ketuanan Melayu",1,"['stop', 'challenge', 'regret', 'doubt', 'ketuanan', 'delay']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
1267,1267,1069,Race,Chinese,There's no reason to buy any Chinese product,1,"['reason', 'buy', 'chinese', 'product']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1268,1268,1070,Race,Malay,Malays all pretend to be religious but is greedy on money behind the scenes,1,"['always', 'pretend', 'religious', 'greedy', 'money', 'scene']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1269,1269,1071,Race,Multiple,Chinese and Indians are low class species.,1,"['indian', 'low', 'class', 'specie']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1270,1270,1071,Race,Multiple,"Every single one of them should have been massacred without mercy,",1,"['single', 'massacre', 'mercy']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1271,1271,1072,Race,Malay,Malay monkeys can never shut the fuck up.,1,"['monkey', 'never', 'shut', 'fuck']","[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
1272,1272,1073,Race,Indian,Indians are the reasons why Malaysia can never be peaceful,1,"['reason', 'differ', 'peaceful']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1273,1273,1074,Race,Indian,I hate these drunk kerings so much.,1,"['hate', 'drunk', 'king', 'much']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
1274,1274,1074,Race,Indian,When will they leave me alone?,1,"['leave', 'alone']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
1275,1275,1075,Race,Chinese,"Goverrment always give project to Chinese, must because they done rasuah for it",1,"['government', 'always', 'give', 'project', 'chinese', 'do', 'casual']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1276,1276,1076,Race,Indian,They are all bull shit,1,"['bull', 'shit']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
1277,1277,1077,Race,Chinese,Chinese are such protected golden species.,1,"['protect', 'golden', 'specie']","[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
1278,1278,1077,Race,Chinese,They can get away with any crime including murder.,1,"['get', 'away', 'crime', 'include', 'murder']","[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
1279,1279,1078,Race,Chinese,These kind of stupid and cold blooded Chinese breed is normally from mainland China.,1,"['kind', 'stupid', 'cold', 'blooded', 'chinese', 'breed', 'normally', 'mainland', 'china']","[1645, 229, 1583, 19, 913, 33, 14, 45, 44, 222]"
1280,1280,1079,Race,Chinese,"Typical Chinese baby, slave master mind",1,"['typical', 'chinese', 'baby', 'slave', 'mind']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
1281,1281,1080,Race,Chinese,Type C love to cause problem to customer service,1,"['type', 'love', 'cause', 'problem', 'customer', 'service']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
1282,1282,1081,Race,Chinese,This singapore Chinese pig,1,['pig'],"[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1283,1283,1082,Race,Chinese,When can the immigration agency arrest this pendatang from China,1,['arrest'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1284,1284,1083,Race,Foreigner,Malaysia has fallen.. now banglaland,1,"['fall', 'banglaland']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1285,1285,1084,Race,Chinese,Take your L Ching Chong,1,"['take', 'l', 'thing', 'long']","[638, 269, 131, 3, 1098, 1256, 88, 1725, 1259, 467]"
1286,1286,1085,Race,Chinese,Your race is full of idiots that tweet about us everyday,1,"['race', 'full', 'idiot', 'sweet', 'everyday']","[638, 269, 131, 3, 1098, 1256, 88, 1725, 1259, 467]"
1287,1287,1086,Race,Chinese,Educate your race so that their brain can actually function,1,"['educate', 'race', 'brain', 'actually', 'function']","[193, 506, 1474, 553, 1052, 1053, 415, 24, 1732, 416]"
1288,1288,1087,Race,Indian,Pajeets all love to cover in shits and dirts,1,"['pajeet', 'love', 'cover', 'ship', 'dirty']","[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
1289,1289,1088,Race,Chinese,A flithy Chinese is always a flithy Chinese.,1,"['filthy', 'always', 'filthy', 'chinese']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
1290,1290,1088,Race,Chinese,Doesn't matter what he did.,1,['matter'],"[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
1291,1291,1089,Race,Chinese,of course it's a Sepet who have done this,1,"['course', 'keep', 'do']","[396, 527, 316, 480, 13, 24, 121, 563, 736, 82]"
1292,1292,1090,Race,Foreigner,"go back to your place, your point of view does not important at all",1,"['go', 'back', 'place', 'point', 'view', 'important']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
1293,1293,1091,Race,Foreigner,You just lie like the rest of Zionist genocide enabler; lying in every breath.,1,"['lie', 'rest', 'unionist', 'genocide', 'enable', 'lie', 'breath']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1294,1294,1092,Race,Multiple,UM bootlicks for white skinned people and Chinese demons,1,"['bootlick', 'white', 'skinned', 'people', 'chinese', 'demon']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1295,1295,1093,Race,Foreigner,Malaysia is so weak allowing outsider to give critic inside our own land.,1,"['weak', 'allow', 'outsider', 'give', 'critic', 'land']","[566, 1306, 191, 206, 693, 712, 1483, 190, 1149, 707]"
1296,1296,1094,Race,Foreigner,Death to all juice,1,"['death', 'juice']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1297,1297,1095,Race,Chinese,"Mainlanders bought ICs, 1.5Million lost travellers of China still hasn't been traced.",1,"['mainlander', 'buy', 'lose', 'traveller', 'still', 'trace']","[118, 206, 953, 995, 1103, 35, 1021, 891, 1101, 333]"
1298,1298,1095,Race,Chinese,You wonder why we have trust issues with that particular race?,1,"['wonder', 'trust', 'issue', 'particular', 'race']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
1299,1299,1095,Race,Chinese,They can't be trusted.,1,['trust'],"[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
1300,1300,1096,Race,Multiple,deserved on getting killed in 513,1,"['deserve', 'kill']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
1301,1301,1097,Race,Malay,"Borneo people are dumb af, no wonder they keep drinking politician piss",1,"['corner', 'people', 'dumb', 'wonder', 'keep', 'drink', 'politician', 'pass']","[399, 364, 867, 72, 821, 24, 2188, 865, 2125, 259]"
1302,1302,1098,Race,Multiple,Chinese and Indians got here because they purchased IC.,1,"['chinese', 'purchase']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
1303,1303,1099,Race,Multiple,so we should be okay with chinese and indian buying ic?,1,['buying'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1304,1304,1100,Race,Chinese,Now you go sleep ching chong,1,"['go', 'sleep', 'thing', 'cong']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
1305,1305,1101,Race,Chinese,here we go shes barking woof woof,1,"['go', 'bark', 'woof']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1306,1306,1102,Race,Chinese,"Okay pendatang anjing anak haram, go back to your original nation.",1,"['ask', 'anal', 'harm', 'go', 'back', 'original', 'nation']","[569, 1504, 201, 513, 279, 882, 865, 1844, 2008, 985]"
1307,1307,1102,Race,Chinese,Your ancestors is a disgrace to your original nation.,1,"['ancestor', 'disgrace', 'original', 'nation']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1308,1308,1102,Race,Chinese,"Just some broke, un patriotic, slave to money.",1,"['broke', 'patriotic', 'slave', 'money']","[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
1309,1309,1102,Race,Chinese,Left original nation to come to Malaya just to stay as pendatang until now.,1,"['leave', 'original', 'nation', 'come', 'balaga', 'stay', 'pendatang']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1310,1310,1102,Race,Chinese,You people are jst like bangladeshi,1,"['people', 'bangladeshi']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1311,1311,1103,Race,Chinese,Shut up pendatang,1,['pendatang'],"[1034, 572, 73, 1035, 23, 1032, 1033, 349, 231, 1959]"
1312,1312,1104,Race,Chinese,Cincong hating always,1,"['wince', 'hate', 'always']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1313,1313,1105,Race,Indian,That's it.,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1314,1314,1105,Race,Indian,"If I ever came across any Mainlander Indian Lindu especially here in my homeland which a lot of them are present, I'm gonna beat the hell out of them until I managed to fulfill my entire satisfaction.",1,"['ever', 'come', 'indian', 'hindu', 'especially', 'lot', 'present', 'donna', 'beat', 'manage', 'fulfill', 'entire', 'satisfaction']","[795, 511, 882, 242, 1184, 39, 1764, 711, 125, 2016]"
1315,1315,1105,Race,Indian,These ppl aren't humans,1,['human'],"[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
1316,1316,1106,Race,Indian,People!,1,['people'],"[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1317,1317,1106,Race,Indian,We have a real problem here.,1,"['real', 'problem']","[67, 267, 13, 23, 110, 407, 405, 408, 406, 993]"
1318,1318,1106,Race,Indian,Nothing is safe less poop in the Jeetland.,1,"['safe', 'less', 'poor', 'shetland']","[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
1319,1319,1107,Race,Indian,These indians are not humans,1,"['indian', 'human']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1320,1320,1108,Race,Chinese,go die lah chinese,1,"['go', 'die', 'law']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1321,1321,1109,Race,Indian,keling anak babi,1,"['anal', 'baby']","[377, 222, 491, 296, 7, 35, 1020, 1665, 100, 563]"
1322,1322,1110,Race,Indian,Pajeets mad,1,"['pajeet', 'mad']","[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
1323,1323,1111,Race,Indian,Diamlah kering.,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1324,1324,1111,Race,Indian,Keep blaming us on everything.,1,"['deep', 'blame']","[396, 527, 316, 480, 13, 24, 121, 563, 736, 82]"
1325,1325,1111,Race,Indian,You cannot find kering girl ah?,1,"['lose', 'girl']","[29, 935, 30, 1550, 369, 1775, 806, 418, 852, 125]"
1326,1326,1111,Race,Indian,Your heart is as dark as your face,1,"['heart', 'dark', 'face']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
1327,1327,1112,Race,Chinese,After 60 years Chinese still fail to assimilinate.,1,"['year', 'still', 'fail', 'assimilate']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
1328,1328,1112,Race,Chinese,Should be deported.,1,['deport'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1329,1329,1113,Race,Indian,EVERY SINGLE ONE OF YOU are the problem,1,"['single', 'problem']","[67, 267, 13, 23, 110, 407, 405, 408, 406, 993]"
1330,1330,1114,Race,Foreigner,Expel him from Malaysia immediately,1,['immediately'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1331,1331,1115,Race,Indian,"If you fail your BM in SPM, you can go back to India already.",1,"['fail', 'spm', 'go', 'back', 'already']","[67, 267, 13, 23, 110, 407, 405, 408, 406, 993]"
1332,1332,1116,Race,Multiple,"Dont care, if u cnt speak bm, u not worthy to become a malaysian",1,"['care', 'speak']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
1333,1333,1117,Race,Chinese,Chinese are going to flood in our country with fake ICs,1,"['chinese', 'go', 'flood', 'country', 'face']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1334,1334,1118,Religion,Multiple,Religious people have low IQ,1,"['religious', 'people', 'low']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
1335,1335,1119,Race,Chinese,We Malays were forced to accept Chinese when British brought them over.,1,"['always', 'force', 'accept', 'chinese', 'british', 'bring']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1336,1336,1120,Race,Chinese,what is the problem with you mrs covid wuhan,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1337,1337,1121,Race,Chinese,Chinese are collosially dirty,1,"['collosially', 'dirty']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
1338,1338,1122,Race,Chinese,Most Chinese people are just bad people.,1,"['chinese', 'people', 'bad', 'people']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1339,1339,1122,Race,Chinese,That's it.,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1340,1340,1123,Race,Indian,"Indians are not very smart people, they don't know how to govern themselves.",1,"['smart', 'people', 'govern']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1341,1341,1123,Race,Indian,Pathetic.,1,['pathetic'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1342,1342,1124,Race,Chinese,yellow covid mf love to sleep on floor in public transport,1,"['yellow', 'love', 'sleep', 'floor', 'public', 'transport']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
1343,1343,1125,Race,Indian,"Indians love playing in mud, typical indian behaviour",1,"['love', 'play', 'mud', 'typical', 'indian', 'behaviour']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1344,1344,1126,Race,Indian,Pajeet have a clear look at this u cow piss drinker will die of eating cow dung someday,1,"['pajeet', 'clear', 'cow', 'drinker', 'die', 'eat', 'cow', 'someday']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1345,1345,1127,Race,Chinese,Stupid China people,1,"['stupid', 'people']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
1346,1346,1128,Race,Foreigner,fuck off mat salleh and dont come back here again,1,"['salle', 'come', 'back']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1347,1347,1129,Race,Indian,Indians.,1,['indian'],"[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1348,1348,1129,Race,Indian,Disgusting human beings.,1,"['disgusting', 'human', 'being']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
1349,1349,1130,Race,Foreigner,You are a zionist dog.,1,['dog'],"[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
