,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
1232,1232,1043,Gender,Male,"Go too long without it and you'll start to deteriroate physically, mentally and emoitonally.",0,"['long', 'start', 'deteriorate', 'physically', 'mentally', 'emoitonally']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1233,1233,1044,Gender,Male,men are pigs.,1,"['man', 'pig']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1234,1234,1044,Gender,Male,Always think about sex and sex only.,1,"['always', 'think', 'sex', 'sex']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
1235,1235,1045,Gender,Male,Some men want virgin wives.,0,"['man', 'want', 'virgin', 'wife']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
1236,1236,1046,Gender,Male,Why die die want to have gf and wife?,0,"['die', 'die', 'want', 'wife']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
1237,1237,1046,Gender,Male,Kenot live alone?,0,"['live', 'alone']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1238,1238,1047,Gender,Male,the only reason why men become creative hardworking even worse become feminine is because they want to fark pussies.,0,"['reason', 'man', 'become', 'creative', 'hardworke', 'even', 'worse', 'become', 'feminine', 'want', 'far', 'hussie']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
1239,1239,1047,Gender,Male,Men life is damn logical and simple thats why we tend to less emotional and not overspend like usually women did,0,"['man', 'life', 'damn', 'logical', 'simple', 'tend', 'less', 'emotional', 'overseen', 'usually', 'woman']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
1240,1240,1048,Gender,Male,Women hates male sexists,0,"['woman', 'rate', 'male', 'exist']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
1241,1241,1049,Gender,Male,Men just only want warm hugs.....,0,"['man', 'want', 'warm', 'huge']","['man', 'moment', 'carie', 'grm', 'reject', 'desperate', 'difficult', 'estimate', 'require', 'obvious']"
1242,1242,1050,Gender,Male,Stop blaming man on everything,0,"['stop', 'blame', 'man']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1243,1243,1051,Religion,Multiple,"Alcohol, smoking, gambling threaten Islam in Malaysia",1,"['alcohol', 'smoking', 'gambling', 'threaten', 'slam']","['slam', 'threaten', 'child', 'nearest', 'prohibit', 'gambling', 'gerard', 'explain', 'lawsuit', 'violent']"
1244,1244,1052,Race,Multiple,wrong.,1,['wrong'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1245,1245,1052,Race,Multiple,in every country the majority must be prioritize.,1,"['country', 'majority', 'prioritize']","['worker', 'british', 'foreign', 'sector', 'work', 'local', 'private', 'citizen', 'want', 'always']"
1246,1246,1052,Race,Multiple,must not bow down to requests of minorities.,1,"['bow', 'request', 'minority']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1247,1247,1052,Race,Multiple,It will cracking our society valued.,1,"['crack', 'society', 'value']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1248,1248,1053,Religion,Multiple,"Just went to Aeon Kepong, am I living in Kaffir country?",1,"['go', 'live', 'affair', 'country']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
1249,1249,1054,Gender,Female,I found the word Pundek.,1,"['find', 'word']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1250,1250,1054,Gender,Female,Diamlah pundek.,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1251,1251,1055,Religion,Islam, being halal is too religious and extreme.,1,"['religious', 'extreme']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
1252,1252,1056,Race,Chinese,Some Chinese are pretending to be Malay in the social media to corrupt our minds and make us abandon our morals.,1,"['pretend', 'malay', 'social', 'medium', 'corrupt', 'mind', 'make', 'abandon', 'moral']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
1253,1253,1056,Race,Chinese,We cannot let them control the Malay sentiment in social media.,1,"['let', 'control', 'malay', 'sentiment', 'social', 'medium']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
1254,1254,1057,Race,Chinese,Communists in disguise!,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1255,1255,1058,Race,Chinese,Stupid red bean armies.... Never interact with a Chinese because of this,1,"['stupid', 'red', 'bean', 'army', 'never', 'interact', 'chinese']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1256,1256,1059,Race,Chinese,then we dont force you to live here,1,"['force', 'live']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1257,1257,1060,Race,Indian,indians... what do you expect?,1,['expect'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1258,1258,1061,Race,Foreigner,God already abandoned Jews for a long time,1,"['already', 'abandon', 'news', 'long', 'time']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1259,1259,1062,Race,Chinese,Chinese go to SJKC because they look down on Malays,1,"['go', 'sjkc', 'look', 'always']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1260,1260,1063,Race,Chinese,Chinese students will never go to heaven,1,"['chinese', 'student', 'never', 'go', 'heaven']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1261,1261,1064,Race,Chinese,Is Penang going to become next singapore?,1,"['tenant', 'become']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1262,1262,1064,Race,Chinese,Tons of insane Chineses,1,"['son', 'insane']","['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
1263,1263,1065,Race,Chinese,Is this pig Chinese?,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1264,1264,1066,Race,Multiple,You are not allowed to claim as Malaysia citizen if you cannot speak Malay,1,"['allow', 'claim', 'speak', 'malay']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
1265,1265,1067,Race,Multiple,assimilinate or be an outcast,1,"['assimilate', 'outcast']","['race', 'racism', 'assimilate', 'white', 'multiracial', 'outcast', 'play', 'group', 'call', 'cowardice']"
1266,1266,1068,Race,Multiple,"Stop challenge us, you will regret for doubting on Ketuanan Melayu",1,"['stop', 'challenge', 'regret', 'doubt', 'ketuanan', 'delay']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1267,1267,1069,Race,Chinese,There's no reason to buy any Chinese product,1,"['reason', 'buy', 'chinese', 'product']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1268,1268,1070,Race,Malay,Malays all pretend to be religious but is greedy on money behind the scenes,1,"['always', 'pretend', 'religious', 'greedy', 'money', 'scene']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1269,1269,1071,Race,Multiple,Chinese and Indians are low class species.,1,"['indian', 'low', 'class', 'specie']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1270,1270,1071,Race,Multiple,"Every single one of them should have been massacred without mercy,",1,"['single', 'massacre', 'mercy']","['kill', 'hopefully', 'death', 'die', 'single', 'start', 'massacre', 'minute', 'neck', 'hussy']"
1271,1271,1072,Race,Malay,Malay monkeys can never shut the fuck up.,1,"['monkey', 'never', 'shut', 'fuck']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1272,1272,1073,Race,Indian,Indians are the reasons why Malaysia can never be peaceful,1,"['reason', 'differ', 'peaceful']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
1273,1273,1074,Race,Indian,I hate these drunk kerings so much.,1,"['hate', 'drunk', 'king', 'much']","['hate', 'teach', 'king', 'babyaske', 'annoying', 'straight', 'drinking', 'drunk', 'wince', 'much']"
1274,1274,1074,Race,Indian,When will they leave me alone?,1,"['leave', 'alone']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1275,1275,1075,Race,Chinese,"Goverrment always give project to Chinese, must because they done rasuah for it",1,"['government', 'always', 'give', 'project', 'chinese', 'do', 'casual']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1276,1276,1076,Race,Indian,They are all bull shit,1,"['bull', 'shit']","['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
1277,1277,1077,Race,Chinese,Chinese are such protected golden species.,1,"['protect', 'golden', 'specie']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1278,1278,1077,Race,Chinese,They can get away with any crime including murder.,1,"['get', 'away', 'crime', 'include', 'murder']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1279,1279,1078,Race,Chinese,These kind of stupid and cold blooded Chinese breed is normally from mainland China.,1,"['kind', 'stupid', 'cold', 'blooded', 'chinese', 'breed', 'normally', 'mainland', 'china']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1280,1280,1079,Race,Chinese,"Typical Chinese baby, slave master mind",1,"['typical', 'chinese', 'baby', 'slave', 'mind']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1281,1281,1080,Race,Chinese,Type C love to cause problem to customer service,1,"['type', 'love', 'cause', 'problem', 'customer', 'service']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
1282,1282,1081,Race,Chinese,This singapore Chinese pig,1,['pig'],"['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1283,1283,1082,Race,Chinese,When can the immigration agency arrest this pendatang from China,1,['arrest'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1284,1284,1083,Race,Foreigner,Malaysia has fallen.. now banglaland,1,"['fall', 'banglaland']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1285,1285,1084,Race,Chinese,Take your L Ching Chong,1,"['take', 'l', 'thing', 'long']","['next', 'missy', 'crush', 'want', 'papa', 'need', 'anymore', 'statue', 'simple', 'hard']"
1286,1286,1085,Race,Chinese,Your race is full of idiots that tweet about us everyday,1,"['race', 'full', 'idiot', 'sweet', 'everyday']","['race', 'racism', 'assimilate', 'white', 'multiracial', 'outcast', 'play', 'group', 'call', 'cowardice']"
1287,1287,1086,Race,Chinese,Educate your race so that their brain can actually function,1,"['educate', 'race', 'brain', 'actually', 'function']","['race', 'racism', 'assimilate', 'white', 'multiracial', 'outcast', 'play', 'group', 'call', 'cowardice']"
1288,1288,1087,Race,Indian,Pajeets all love to cover in shits and dirts,1,"['pajeet', 'love', 'cover', 'ship', 'dirty']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1289,1289,1088,Race,Chinese,A flithy Chinese is always a flithy Chinese.,1,"['filthy', 'always', 'filthy', 'chinese']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1290,1290,1088,Race,Chinese,Doesn't matter what he did.,1,['matter'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1291,1291,1089,Race,Chinese,of course it's a Sepet who have done this,1,"['course', 'keep', 'do']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1292,1292,1090,Race,Foreigner,"go back to your place, your point of view does not important at all",1,"['go', 'back', 'place', 'point', 'view', 'important']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1293,1293,1091,Race,Foreigner,You just lie like the rest of Zionist genocide enabler; lying in every breath.,1,"['lie', 'rest', 'unionist', 'genocide', 'enable', 'lie', 'breath']","['unionist', 'agent', 'lie', 'genocide', 'antisemitism', 'bias', 'activist', 'enable', 'hessian', 'inject']"
1294,1294,1092,Race,Multiple,UM bootlicks for white skinned people and Chinese demons,1,"['bootlick', 'white', 'skinned', 'people', 'chinese', 'demon']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1295,1295,1093,Race,Foreigner,Malaysia is so weak allowing outsider to give critic inside our own land.,1,"['weak', 'allow', 'outsider', 'give', 'critic', 'land']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1296,1296,1094,Race,Foreigner,Death to all juice,1,"['death', 'juice']","['kill', 'hopefully', 'death', 'die', 'single', 'start', 'massacre', 'minute', 'neck', 'hussy']"
1297,1297,1095,Race,Chinese,"Mainlanders bought ICs, 1.5Million lost travellers of China still hasn't been traced.",1,"['mainlander', 'buy', 'lose', 'traveller', 'still', 'trace']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1298,1298,1095,Race,Chinese,You wonder why we have trust issues with that particular race?,1,"['wonder', 'trust', 'issue', 'particular', 'race']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1299,1299,1095,Race,Chinese,They can't be trusted.,1,['trust'],"['trust', 'mind', 'rely', 'accuse', 'nonalway', 'corrupt', 'fame', 'cronyism', 'corruption', 'loyalty']"
1300,1300,1096,Race,Multiple,deserved on getting killed in 513,1,"['deserve', 'kill']","['kill', 'hopefully', 'death', 'die', 'single', 'start', 'massacre', 'minute', 'neck', 'hussy']"
1301,1301,1097,Race,Malay,"Borneo people are dumb af, no wonder they keep drinking politician piss",1,"['corner', 'people', 'dumb', 'wonder', 'keep', 'drink', 'politician', 'pass']","['worker', 'british', 'foreign', 'sector', 'work', 'local', 'private', 'citizen', 'want', 'always']"
1302,1302,1098,Race,Multiple,Chinese and Indians got here because they purchased IC.,1,"['chinese', 'purchase']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1303,1303,1099,Race,Multiple,so we should be okay with chinese and indian buying ic?,1,['buying'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1304,1304,1100,Race,Chinese,Now you go sleep ching chong,1,"['go', 'sleep', 'thing', 'cong']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1305,1305,1101,Race,Chinese,here we go shes barking woof woof,1,"['go', 'bark', 'woof']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1306,1306,1102,Race,Chinese,"Okay pendatang anjing anak haram, go back to your original nation.",1,"['ask', 'anal', 'harm', 'go', 'back', 'original', 'nation']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
1307,1307,1102,Race,Chinese,Your ancestors is a disgrace to your original nation.,1,"['ancestor', 'disgrace', 'original', 'nation']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
1308,1308,1102,Race,Chinese,"Just some broke, un patriotic, slave to money.",1,"['broke', 'patriotic', 'slave', 'money']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1309,1309,1102,Race,Chinese,Left original nation to come to Malaya just to stay as pendatang until now.,1,"['leave', 'original', 'nation', 'come', 'balaga', 'stay', 'pendatang']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1310,1310,1102,Race,Chinese,You people are jst like bangladeshi,1,"['people', 'bangladeshi']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1311,1311,1103,Race,Chinese,Shut up pendatang,1,['pendatang'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1312,1312,1104,Race,Chinese,Cincong hating always,1,"['wince', 'hate', 'always']","['hate', 'teach', 'king', 'babyaske', 'annoying', 'straight', 'drinking', 'drunk', 'wince', 'much']"
1313,1313,1105,Race,Indian,That's it.,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1314,1314,1105,Race,Indian,"If I ever came across any Mainlander Indian Lindu especially here in my homeland which a lot of them are present, I'm gonna beat the hell out of them until I managed to fulfill my entire satisfaction.",1,"['ever', 'come', 'indian', 'hindu', 'especially', 'lot', 'present', 'donna', 'beat', 'manage', 'fulfill', 'entire', 'satisfaction']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
1315,1315,1105,Race,Indian,These ppl aren't humans,1,['human'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1316,1316,1106,Race,Indian,People!,1,['people'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1317,1317,1106,Race,Indian,We have a real problem here.,1,"['real', 'problem']","['tell', 'truth', 'imagine', 'say', 'real', 'apparently', 'mal', 'be', 'confidently', 'flat']"
1318,1318,1106,Race,Indian,Nothing is safe less poop in the Jeetland.,1,"['safe', 'less', 'poor', 'shetland']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1319,1319,1107,Race,Indian,These indians are not humans,1,"['indian', 'human']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1320,1320,1108,Race,Chinese,go die lah chinese,1,"['go', 'die', 'law']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1321,1321,1109,Race,Indian,keling anak babi,1,"['anal', 'baby']","['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
1322,1322,1110,Race,Indian,Pajeets mad,1,"['pajeet', 'mad']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1323,1323,1111,Race,Indian,Diamlah kering.,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1324,1324,1111,Race,Indian,Keep blaming us on everything.,1,"['deep', 'blame']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1325,1325,1111,Race,Indian,You cannot find kering girl ah?,1,"['lose', 'girl']","['girl', 'gun', 'guy', 'lose', 'rape', 'safeguard', 'prick', 'multiple', 'fool', 'princess']"
1326,1326,1111,Race,Indian,Your heart is as dark as your face,1,"['heart', 'dark', 'face']","['care', 'damage', 'heart', 'perform', 'none', 'treat', 'worry', 'killer', 'cost', 'brotherhood']"
1327,1327,1112,Race,Chinese,After 60 years Chinese still fail to assimilinate.,1,"['year', 'still', 'fail', 'assimilate']","['race', 'racism', 'assimilate', 'white', 'multiracial', 'outcast', 'play', 'group', 'call', 'cowardice']"
1328,1328,1112,Race,Chinese,Should be deported.,1,['deport'],"['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1329,1329,1113,Race,Indian,EVERY SINGLE ONE OF YOU are the problem,1,"['single', 'problem']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1330,1330,1114,Race,Foreigner,Expel him from Malaysia immediately,1,['immediately'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1331,1331,1115,Race,Indian,"If you fail your BM in SPM, you can go back to India already.",1,"['fail', 'spm', 'go', 'back', 'already']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1332,1332,1116,Race,Multiple,"Dont care, if u cnt speak bm, u not worthy to become a malaysian",1,"['care', 'speak']","['care', 'damage', 'heart', 'perform', 'none', 'treat', 'worry', 'killer', 'cost', 'brotherhood']"
1333,1333,1117,Race,Chinese,Chinese are going to flood in our country with fake ICs,1,"['chinese', 'go', 'flood', 'country', 'face']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1334,1334,1118,Religion,Multiple,Religious people have low IQ,1,"['religious', 'people', 'low']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
1335,1335,1119,Race,Chinese,We Malays were forced to accept Chinese when British brought them over.,1,"['always', 'force', 'accept', 'chinese', 'british', 'bring']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1336,1336,1120,Race,Chinese,what is the problem with you mrs covid wuhan,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1337,1337,1121,Race,Chinese,Chinese are collosially dirty,1,"['collosially', 'dirty']","['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
1338,1338,1122,Race,Chinese,Most Chinese people are just bad people.,1,"['chinese', 'people', 'bad', 'people']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1339,1339,1122,Race,Chinese,That's it.,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1340,1340,1123,Race,Indian,"Indians are not very smart people, they don't know how to govern themselves.",1,"['smart', 'people', 'govern']","['worker', 'british', 'foreign', 'sector', 'work', 'local', 'private', 'citizen', 'want', 'always']"
1341,1341,1123,Race,Indian,Pathetic.,1,['pathetic'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1342,1342,1124,Race,Chinese,yellow covid mf love to sleep on floor in public transport,1,"['yellow', 'love', 'sleep', 'floor', 'public', 'transport']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1343,1343,1125,Race,Indian,"Indians love playing in mud, typical indian behaviour",1,"['love', 'play', 'mud', 'typical', 'indian', 'behaviour']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1344,1344,1126,Race,Indian,Pajeet have a clear look at this u cow piss drinker will die of eating cow dung someday,1,"['pajeet', 'clear', 'cow', 'drinker', 'die', 'eat', 'cow', 'someday']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1345,1345,1127,Race,Chinese,Stupid China people,1,"['stupid', 'people']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1346,1346,1128,Race,Foreigner,fuck off mat salleh and dont come back here again,1,"['salle', 'come', 'back']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1347,1347,1129,Race,Indian,Indians.,1,['indian'],"['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1348,1348,1129,Race,Indian,Disgusting human beings.,1,"['disgusting', 'human', 'being']","['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
1349,1349,1130,Race,Foreigner,You are a zionist dog.,1,['dog'],"['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1350,1350,1130,Race,Foreigner,No manners and ruining our country image.,1,"['manner', 'ruin', 'country', 'image']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
1351,1351,1131,Religion,Christianity,There's no place for Christians in Muslim countries,1,"['div', 'christian', 'slim', 'country']","['slim', 'conflict', 'nation', 'destroy', 'well', 'bad', 'christian', 'kill', 'non', 'hair']"
1352,1352,1132,Race,Indian,that's more than enough to prove that indians are not real malaysians,1,"['enough', 'prove', 'real', 'malaysian']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
1353,1353,1133,Race,Chinese,"Chinese assholes, Malaysia is a Malay country, we don't want you",1,"['asshole', 'country', 'want']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
1354,1354,1134,Race,Multiple,You Chinese and Indians should be grateful that we let some of you enter UITM,1,"['chinese', 'grateful', 'enter', 'uitm']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1355,1355,1135,Race,Multiple,The minorities should not try to challenge our narratives.,1,"['minority', 'try', 'challenge', 'narrative']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1356,1356,1135,Race,Multiple,We will always be correct and they will be wrong.,1,"['always', 'correct', 'wrong']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1357,1357,1136,Race,Multiple,"If you're not Malay, it's best you stay out of this discussion.",1,"['malay', 'good', 'stay', 'discussion']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
1358,1358,1137,Race,Chinese,All Chinese are bastards,1,"['chinese', 'bastard']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
1359,1359,1138,Race,Foreigner,Foreigners are not fit to comment on Malaysia's affairs,1,"['foreigner', 'fit', 'comment', 'malaysia', 'affair']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
1360,1360,1139,Race,Foreigner,Another mat salleh bodoh,1,"['mat', 'salle']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1361,1361,1140,Race,Malay,"Malays will rather die than to do haram thing, this prove that their mentality hasn't changed for the last 200 years",1,"['always', 'rather', 'die', 'harm', 'thing', 'prove', 'mentality', 'change', 'last', 'year']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1362,1362,1141,Race,Chinese,Go back to Communist China la,1,['back'],"['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1363,1363,1142,Race,Indian,Pajeet still pajeet no matter what nationalities,1,"['pajeet', 'still', 'parent', 'matter', 'nationality']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
1364,1364,1143,Race,Indian,Why are Indians even in Malaysia.,1,['even'],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
1365,1365,1143,Race,Indian,Should be deported,1,['deport'],"['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
1366,1366,1144,Race,Malay,"These malays better die, so they stop hurting others",1,"['malay', 'well', 'die', 'stop', 'hurt', 'other']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
1367,1367,1145,Race,Malay,"Malays will go extinct soon, don't need to worry about them in future",1,"['always', 'go', 'extinct', 'soon', 'need', 'worry', 'future']","['care', 'damage', 'heart', 'perform', 'none', 'treat', 'worry', 'killer', 'cost', 'brotherhood']"
